created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url,,,,,,,,
"Mon Sep 11 05:51:52 +0000 2023;1701111296660557982;""@anas_pnk90 @abwnews_ @aniesbaswedan Normalisasi saja tidak becus", kok reformasi penegakan hukum,"  Bisa2 kelebihan bayar mulu"";0;0;0;0;in;1249149567322357760;1701075637237395883;DoddyMaxell;https://twitter.com/DoddyMaxell/status/1701111296660557982",,,,,,
"Mon Sep 11 05:51:33 +0000 2023;1701111216968708410;""Cak Imin Cawapres Anies Baswedan is Nothing", Suara NU di Jatim Lari ke Prabowo," Anies cuma Unggul di DKI https://t.co/kvRqA7P2hj"";0;0;0;0;in;612738237;1701111216968708410;pojoksatu_id;https://twitter.com/pojoksatu_id/status/1701111216968708410",,,,,,
"Mon Sep 11 05:51:28 +0000 2023;1701111194235687196;""@SeputarAHY @aniesbaswedan pastikan menang dlu ..insya Allah perubahan itu terjadi ..  Barakallah Pak Anies Baswedan 😇😇"";0;0;0;0;in;2725359549;1701064897008894055;ardhiansyah1987;https://twitter.com/ardhiansyah1987/status/1701111194235687196",,,,,,,,
"Mon Sep 11 05:51:23 +0000 2023;1701111174094536925;""Sekedar masukan untuk @cakimiNOW   Kami mendukung Pak @aniesbaswedan sejak DKI  Tolong jangan terlalu banyak Obral Janji dalam bentuk 'materi/Uang'  Kurangi bicara", Jangan Ambil Porsi Capres  Focus Soliditas dan bergerak sampai Akar Rumput di PKB,"  🙏🙏  https://t.co/PLrrAketUA"";0;0;0;0;in;2408810690;1701111174094536925;TheUncleDee;https://twitter.com/TheUncleDee/status/1701111174094536925",,,,,,
"Mon Sep 11 05:51:22 +0000 2023;1701111170726600809;""@CNNIndonesia Apa gak ada capres yang bikin program tur ke eropa dan amrik gratis + uang saku Rp 6 jt/hari?  Kalo ada"," gw pilih tu capres. Colek @ganjarpranowo  @prabowo  @aniesbaswedan"";0;0;0;0;in;72331131;1701099102308794480;FitFerry;https://twitter.com/FitFerry/status/1701111170726600809",,,,,,,
"Mon Sep 11 05:51:13 +0000 2023;1701111132420026557;""@aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Emg harus sehat pak dari skrng sampe pemilu"," jadi kalau ntar kalah sakitnya ga seberapa 👍"";0;0;0;0;in;1082615257334394886;1701010657892864277;dippp1_;https://twitter.com/dippp1_/status/1701111132420026557",,,,,,,
"Mon Sep 11 05:51:04 +0000 2023;1701111094948114579;""Anies Baswedan dan Muhaimin Iskandar adalah pemimpin otentik"," bukan ""anak mami""", mereka orang yang lahir dari masa pergolakan anti Orde Baru. Ikut berproses pada realitas buruh," masyarakat miskin dan petani. #AniesBaswedan #MuhaiminIskandar #AniesMuhaimin2024 #PemimpinOtentik https://t.co/XnBdmFSDq9"";0;0;0;1;in;3239760811;1701111094948114579;Marwan_Dasopang;https://twitter.com/Marwan_Dasopang/status/1701111094948114579",,,,,
"Mon Sep 11 05:51:03 +0000 2023;1701111088555888899;""@NovalAssegaf @aniesbaswedan @NovalAssegaf ini janji beliau pada saat harlah pkb kmrin pada saat blum menjalin koalisi dgn anies.."";0;0;0;0;in;2232222276;1701052235353034933;brochandra;https://twitter.com/brochandra/status/1701111088555888899",,,,,,,,
"Mon Sep 11 05:50:50 +0000 2023;1701111036131278905;""@ENJEULL @aniesbaswedan @adearmando61 iya"," sesuai pernyataannya semakin gila"";0;0;0;0;in;1366282366579142657;1700809829210886600;anwar95866730;https://twitter.com/anwar95866730/status/1701111036131278905",,,,,,,
"Mon Sep 11 05:50:38 +0000 2023;1701110985959133185;""Selama ini pemilu dan pengangkatan calon presiden dan wakil presiden cuma soal transaksional. Keputusan yg tepat @aniesbaswedan mengkampanyekan politik non-transaksional yg mengedepankan idealisme dan visi.  Coba mas Anies"," fokusin lebih dalem lg kampanye ke first voter"";0;0;0;0;in;66905101;1701101925788475843;aldryandimas;https://twitter.com/aldryandimas/status/1701110985959133185",,,,,,,
"Mon Sep 11 05:50:34 +0000 2023;1701110968141676802;""@NovalAssegaf @aniesbaswedan Sepertinya Muhaimin ini melakukan upaya penggembosan terhadap pak Anies."";0;0;0;0;in;1604763127312420864;1701052235353034933;yustweet19des22;https://twitter.com/yustweet19des22/status/1701110968141676802",,,,,,,,
"Mon Sep 11 05:50:07 +0000 2023;1701110854278902209;""@aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Pak gak ikutan yang lagi tren? Kali aja mau nongol di adzan metro tv 😁"";0;0;0;0;in;107960213;1701010657892864277;dmrdrto;https://twitter.com/dmrdrto/status/1701110854278902209",,,,,,,,
"Mon Sep 11 05:50:06 +0000 2023;1701110848381690202;""@NovalAssegaf @aniesbaswedan Hukum mati koruptor Bubarkan partai buruh"";0;0;0;0;in;793048711794401281;1700702959863210318;faiha_doxsay;https://twitter.com/faiha_doxsay/status/1701110848381690202",,,,,,,,
"Mon Sep 11 05:49:53 +0000 2023;1701110794971459885;""@G0P4NK_G0P4NG_7 @Tan_Mar3M @Dw99935050Dwi @aniesbaswedan @tempodotco PD jg harus memikirkan anggotanya di parlemen yg mana pemilihnya keebanyakan milih anis.dan PD bukan PD yg dulu dimana SBY sangat dominan dan masih di perhitungkan."";0;0;0;0;in;1605371373009788930;1700739728684068907;plusniagara1973;https://twitter.com/plusniagara1973/status/1701110794971459885",,,,,,,,
"Mon Sep 11 05:49:52 +0000 2023;1701110792568082516;""@August_Lampion @RMU_ID @aniesbaswedan @KemenBUMN Kalau sebagai bacapres saya malah gak setuju juga"";0;0;0;1;in;18570083;1617114521935679490;henry_ohello;https://twitter.com/henry_ohello/status/1701110792568082516",,,,,,,,
"Mon Sep 11 05:49:19 +0000 2023;1701110654403486115;""@aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Postingan capres kok ngga mutu blassss.....  Ngga punya ide"," bisanya cuma diajak disuruh 🤭🤭🤭🤦‍♀️"";0;0;0;0;in;882935680539574272;1701010657892864277;AbuNawa48105494;https://twitter.com/AbuNawa48105494/status/1701110654403486115",,,,,,,
"Mon Sep 11 05:49:10 +0000 2023;1701110614519853160;""@Pribumituan @ganjarpranowo @prabowo @aniesbaswedan Ide bagus nih"";0;0;0;0;in;1460538266621407236;1700810491382415756;JrPattihahuan;https://twitter.com/JrPattihahuan/status/1701110614519853160",,,,,,,,
"Mon Sep 11 05:49:03 +0000 2023;1701110586053144623;""@aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Badan jadi sehat.....Tapi giliran OTAKNYA malah KONSLET....."";0;0;0;0;in;1188428694;1701010657892864277;punky7575;https://twitter.com/punky7575/status/1701110586053144623",,,,,,,,
"Mon Sep 11 05:48:53 +0000 2023;1701110542453416190;""@Dennysiregar7 Masya alloh", Miiiinnn, Cak Kimiiin, @cakimiNOW ?  Baru hitungan hari, bergaul sama sama WAN_AIBON @aniesbaswedan, sudah ikut HALU ?   Haduuh, kalau punya PROGRAM jangan NGARANG ? Rakyat INDONESIA, bukan RAKYAT YAMAN," yang HIDUP sengsara ?  Dijanjikan semacam itu NYOBLOS SEMUA ?😜"";0;0;0;0;in;1633098740620836872;1701106344798068809;MichaelZuyi;https://twitter.com/MichaelZuyi/status/1701110542453416190"
"Mon Sep 11 05:48:49 +0000 2023;1701110527286743254;""😂😂😂 @aniesbaswedan  setiap omongan yg keluar tidak sesuai dengan kenyataan"," gandeng ca Imin untuk jualan LG agama emang bapak politik identitans si Anis ini."";0;0;0;0;in;1632136415374094337;1701110527286743254;FabianSyahput10;https://twitter.com/FabianSyahput10/status/1701110527286743254",,,,,,,
"Mon Sep 11 05:47:47 +0000 2023;1701110269467083066;""@MardaniAliSera @PKSejahtera @DPP_PKB Semogah harapan kami ingin perubahan dan perbaikan di 2024 ➡️ RI 1 @aniesbaswedan RI 2 @cakimiNOW  @PKSejahtera menang pemilu AAMIIN 🤲"";0;0;0;1;in;883836181452017665;1701080878913581109;En_Batawie15;https://twitter.com/En_Batawie15/status/1701110269467083066",,,,,,,,
"Mon Sep 11 05:47:25 +0000 2023;1701110175250464971;""@Miduk17 @goestiantoni Duk", td membanggkan pendidikan istinya ganjar. Begitu di bandingkan dg istri Anies Baswedan, larinya ke kondisi ekonomi.  Mertua Ganjar, punya 5 pondok pesantren," masih di masalahkan kondisi ekonominya  https://t.co/URFlL8f0CT"";0;0;0;0;in;906664091019763712;1700893117585801703;arumsukmawan;https://twitter.com/arumsukmawan/status/1701110175250464971",,,,
"Mon Sep 11 05:47:22 +0000 2023;1701110160532656333;""@aniesbaswedan Pemimpin yang di cintai rakyatnya dengan ikhlasan"," pak Anies pun mencintai rakyatnya.. rakyat kecil khususnya... Alllohu Akbar semoga Alloh permudah Anies presiden"";0;0;0;0;in;2436359593;1700739728684068907;budinasrul09;https://twitter.com/budinasrul09/status/1701110160532656333",,,,,,,
"Mon Sep 11 05:46:43 +0000 2023;1701109997650993583;""@tukangaduayam @aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Ya tergantung", kalo kebijakan yg merugikan koalisi ya dirubah. Namanya aja perubahan," bisa berubah ubah sesuai kepentingan"";0;0;0;0;in;340882335;1701010657892864277;lee_djunaedi;https://twitter.com/lee_djunaedi/status/1701109997650993583",,,,,,
"Mon Sep 11 05:46:41 +0000 2023;1701109989367287968;""@kumparan Sebenarnya bagus"," bisa di ikuti oleh calon presiden lainnya @aniesbaswedan @prabowo  Cuma dari cara berwudhunya seolah² @ganjarpranowo gak pernah wudhu?"";0;0;0;0;in;1603772629508558848;1701106690744324453;benelfaz;https://twitter.com/benelfaz/status/1701109989367287968",,,,,,,
"Mon Sep 11 05:46:38 +0000 2023;1701109979724628251;""*Head to Head Survei Polling Institute: Prabowo Menang Telak 56",0% vs Anies 26,"0%*  Jakarta — Head to Head Simulasi dua nama antara kandidat calon presiden Menteri Pertahanan Prabowo Subianto melawan Gubernur DKI Jakarta Anies Baswedan diungkap oleh Polling Institute."";0;1;0;0;in;1689918373218664448;1701109979724628251;NurIrma98882;https://twitter.com/NurIrma98882/status/1701109979724628251",,,,,,
"Mon Sep 11 05:46:18 +0000 2023;1701109895133897130;""Nggak perlu juga hadir kok pak @ganjarpranowo .. Selesai  @aniesbaswedan ikut debat nggak greget itu", malah turun kok survey nya," smp gonta ganti cawapres dr Agus ke Cak Imin. @Miduk17  @Mdy_Asmara1701  @ekowboy2 @musniumar  @marlina_idha  @tatakujiyati  @BEMUI_Official"";0;0;0;0;in;552801745;1701109895133897130;lucky_tampilang;https://twitter.com/lucky_tampilang/status/1701109895133897130",,,,,,
"Mon Sep 11 05:45:52 +0000 2023;1701109783204704390;""Emang @aniesbaswedan adlah takdirNya utk menyelematkan Indonesia. @adearmando61  @ch_chotimah2 @GunRomli @Dennysiregar7 https://t.co/MF6dNJXntl"";0;0;0;0;in;1186377259;1701109783204704390;meidigetoloh1;https://twitter.com/meidigetoloh1/status/1701109783204704390",,,,,,,,
"Mon Sep 11 05:45:41 +0000 2023;1701109737574866946;""@NovalAssegaf @aniesbaswedan 🤣🤣🤣🤣🤣🤣 akhirnya habib bersuara juga 🤣🤣🏃🏃🏃🏃🏃🏃omelin bib omelin"";0;0;0;0;in;106057603;1701052235353034933;yaningwaylve;https://twitter.com/yaningwaylve/status/1701109737574866946",,,,,,,,
"Mon Sep 11 05:45:29 +0000 2023;1701109689927512160;""@abu_waras Bapak politik idenntitas itu jelas @aniesbaswedan .. .itu kata @suryapaloh51 ....lhoh! https://t.co/Ggj88osxhM"";0;0;0;0;in;364492455;1700701060804063249;DRadjikin;https://twitter.com/DRadjikin/status/1701109689927512160",,,,,,,,
"Mon Sep 11 05:45:04 +0000 2023;1701109583929041248;""@bonnietriyana @aniesbaswedan sejarah yaman semua kn terbalik2 ."";0;0;0;0;in;1599789053410709505;1698999951542689979;SURO52147850;https://twitter.com/SURO52147850/status/1701109583929041248",,,,,,,,
"Mon Sep 11 05:44:44 +0000 2023;1701109498566594742;""@sianakboba @hc_poirot @aniesbaswedan @ganjarpranowo Dasarnya pendukung sebelah pola pikirnya sempit"," apakah ada ajakan memilih Ganjar disana??"";0;0;0;0;in;1678263421278777344;1700064484134707678;BagasAji_98;https://twitter.com/BagasAji_98/status/1701109498566594742",,,,,,,
"Mon Sep 11 05:44:17 +0000 2023;1701109388272939108;""Bahlil juga menerangkan bahwa dari ketiga calon presiden yang masuk dalam bursa capres saat ini", di antaranya Menteri Pertahanan Prabowo Subianto, Gubernur Jawa Tengah Ganjar Pranowo dan Mantan Gubernur DKI Anies Baswedan,";0;1;0;0;in;1689918373218664448;1701109355633053756;NurIrma98882;https://twitter.com/NurIrma98882/status/1701109388272939108
Mon Sep 11 05:44:14 +0000 2023;1701109372037054849;@SeputarAHY @aniesbaswedan Trnyata klo PD di dlm koalisi saya duga bisa saja merusak keharmonisan koalisi..masuknya PKB membuat bargaining position PD jd jatuh aja ngamuknya brutal bgni..gmna klo anis dikunci PD..bs byk akrobat politik PD yg bs merugikan anis nantinya.saya bersyukur PD hengkang dr koalisi"";0;0;0;1;in;3153369889;1701064897008894055;doelbar;https://twitter.com/doelbar/status/1701109372037054849",,,,,
"Mon Sep 11 05:44:00 +0000 2023;1701109314025636339;""Ngga cuma keren di muka"," Anies Baswedan juga punya hati yang tulus untuk melancarkan masalah ekonomi buat rakyatnya waduh pak Anies Sukses emang boleh sesukses ini pak? #AminSukses #AniesSukses"";0;0;0;0;in;1574309668981477376;1701109314025636339;Devimardianti5;https://twitter.com/Devimardianti5/status/1701109314025636339",,,,,,,
"Mon Sep 11 05:43:42 +0000 2023;1701109238217728178;""@NdoroTedjo Yo sakjane matursuwun nang lord @aniesbaswedan akhirnya ada kemungkinan NU dan PKS bisa sejalan 🙏"";0;1;0;0;in;1608056785973436417;1701108418709471556;madaoforlife;https://twitter.com/madaoforlife/status/1701109238217728178",,,,,,,,
"Mon Sep 11 05:43:06 +0000 2023;1701109088921571602;""@aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Pak @aniesbaswedan ajak Ibu susi gabung team pemenangan. 🙏🙏"";0;0;0;0;in;1361953101796634629;1701010657892864277;Safitridede1;https://twitter.com/Safitridede1/status/1701109088921571602",,,,,,,,
"Mon Sep 11 05:42:39 +0000 2023;1701108974832295984;""@darrenwow05 @aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Wowoooo"";0;0;0;0;in;796794226675748865;1701010657892864277;ZamrudHambalii;https://twitter.com/ZamrudHambalii/status/1701108974832295984",,,,,,,,
"Mon Sep 11 05:42:29 +0000 2023;1701108933497328064;""dan Anies Baswedan yang masing-masing mendapat persentase sebesar 32",4% dan 20%.  Adapun dalam simulasi _head to head_, Prabowo kembali unggul jauh dengan 47,9% dibandingkan Ganjar yang hanya memperoleh 38,"3%."";0;0;0;0;in;1689918373218664448;1701108849854603438;NurIrma98882;https://twitter.com/NurIrma98882/status/1701108933497328064",,,,
"Mon Sep 11 05:42:13 +0000 2023;1701108865432170893;""Sempat Tolak Jadi Cawapres Anies Baswedan"," Mahfud MD Pilih Terima Pinangan Ganjar Pranowo? https://t.co/Mu5YLnzqA2"";0;0;0;0;in;1691295757750693888;1701108865432170893;carwatee127;https://twitter.com/carwatee127/status/1701108865432170893",,,,,,,
"Mon Sep 11 05:42:10 +0000 2023;1701108852828328335;""yang lebih sering membahas perihal kebijakan hilirisasi Presiden Joko Widodo (Jokowi) jika dibandingkan dengan capres lainnya"," seperti mantan Gubernur Jawa Tengah Ganjar Pranowo dan mantan Gubernur DKI Jakarta Anies Baswedan."";0;1;0;0;in;1689918373218664448;1701108849854603438;NurIrma98882;https://twitter.com/NurIrma98882/status/1701108852828328335",,,,,,,
"Mon Sep 11 05:42:06 +0000 2023;1701108837741416623;""Ketua Umum PKB Muhaimin Iskandar (Cak Imin) mengakui"," bakal capres dari Koalisi Perubahan untuk Persatuan (KPP) Anies Baswedan tidak dikenal oleh kiai dan masyarakat di Jawa Timur. &lt  #CakImin #Anies #Pemilu2024KCM   https://t.co/GXqVXrWKW2"";1;3;0;2;in;23343960;1701108837741416623;kompascom;https://twitter.com/kompascom/status/1701108837741416623",,,,,,,
"Mon Sep 11 05:41:54 +0000 2023;1701108788747792756;""@BangPino__ @aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Bisa lah krn Capresku Anies-Gus Imin"";0;0;0;0;in;1662022501394972673;1701010657892864277;bujangboy74;https://twitter.com/bujangboy74/status/1701108788747792756",,,,,,,,
"Mon Sep 11 05:41:33 +0000 2023;1701108698347913504;""@henry_ohello @RMU_ID @aniesbaswedan @KemenBUMN Kalau muncul di Adzan televisi sbg model baru boleh 😊"";0;1;0;1;in;69882629;1617114521935679490;August_Lampion;https://twitter.com/August_Lampion/status/1701108698347913504",,,,,,,,
"Mon Sep 11 05:41:32 +0000 2023;1701108695101497666;""@dedebuldan @BalvyHaddad @aniesbaswedan @prabowo @ganjarpranowo Dan untuk sila ke 2 dan 5 masih jauh dari kenyataan."";0;0;0;0;in;1255759532023664642;1700682086263525878;Jamal06806913;https://twitter.com/Jamal06806913/status/1701108695101497666",,,,,,,,
"Mon Sep 11 05:40:40 +0000 2023;1701108476150530428;""Rakyat Rempang menderita. Bangsa Melayu berduka. Tapi hamper semua rakyat menderita dalam era Jokowi yang mengutamakan pembangunan berbasis kapitalis ortodok. #kbanews  https://t.co/31twqPDZR4 @aniesbaswedan @ReflyHZ @RamliRizal @msaid_didu @sudirmansaid @fahiraidris @hipohan https://t.co/qsC13bIXup"";0;0;0;0;in;1460142601449840652;1701108476150530428;Simanjunta9Nico;https://twitter.com/Simanjunta9Nico/status/1701108476150530428",,,,,,,,
"Mon Sep 11 05:40:33 +0000 2023;1701108447209811985;""@aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Yang penting jangan pilih capres yang pernah maling mahoni maling kelebihan bayar di Jerman Dikbud dki dan nipu dp nol persen Karena ini sama juga dengan pilih capres maling walaupun se IMAN walaupun S-3 walaupun mantan menteri walaupun mantan gubernur. Gak ada jaminan"";0;0;0;0;in;2549357702;1701010657892864277;sabar_setiabudi;https://twitter.com/sabar_setiabudi/status/1701108447209811985",,,,,,,,
"Mon Sep 11 05:40:29 +0000 2023;1701108431258820998;""@NovalAssegaf @aniesbaswedan Mana berani negur cak imin"," secara gus imin ketum PKB dan punya basis di nu. Yg ada anis yg bakal dikendalikan sama gus imin 🤣🤣🤣🤣"";0;0;0;0;in;1131469925543845888;1701052235353034933;Yudi94120768;https://twitter.com/Yudi94120768/status/1701108431258820998",,,,,,,
"Mon Sep 11 05:40:15 +0000 2023;1701108371783667716;""@julian17426 Mknya itu", seandainya seluruh rakyat indo pilih Anies sekalipun, kalo situng perolehan suara dicurangin lagi," ya bakal mereka lg pemenangnya. @NasDem @PKSejahtera @DPP_PKB @aniesbaswedan persiapan kelen utk antisipasi kecurangan udh sejauh mana?"";0;0;0;0;in;1467415937473134592;1700961703100567614;hijrah_ms;https://twitter.com/hijrah_ms/status/1701108371783667716",,,,,
"Mon Sep 11 05:40:01 +0000 2023;1701108311586951250;""@BangPino__ Surya paloh dan muhaimin itu juga orangnya jokowi...terus apa yang kita harapkan dari koalisi perubahan ...ingat @aniesbaswedan  itu cuma pesuruh partai"";0;0;0;0;in;1146954918281957377;1701106896906936386;PKBbukanNU;https://twitter.com/PKBbukanNU/status/1701108311586951250",,,,,,,,
"Mon Sep 11 05:38:30 +0000 2023;1701107930781643248;""@jansen_jsp @aniesbaswedan yya iyaa laaaaah tapi mbuuulet muter2 qaiyak tong syaitona"," muuuuuuuter2 mulu bisa qe jeblos sumur resapan bareng2 syaitona dwah..........?????????????????????????????????????????????????????????????????????????????"";0;0;0;0;in;1456367529824161792;1700021232778068413;soegengjwahaiy;https://twitter.com/soegengjwahaiy/status/1701107930781643248",,,,,,,
"Mon Sep 11 05:38:22 +0000 2023;1701107896900276380;""@76suka @SeputarAHY @aniesbaswedan Ya sudah 15 suara hilang 15 ribu suara masuk wkwkwk Rakyat mengikuti dari awal tahu sebenarnya siapa penghianat itu..!"";0;0;0;1;in;1025883114;1701064897008894055;Jens_alfaqir;https://twitter.com/Jens_alfaqir/status/1701107896900276380",,,,,,,,
"Mon Sep 11 05:37:51 +0000 2023;1701107769372492105;""@Tjel0up @aniesbaswedan Biarkan rakyat menilai"," siapa ingkar/berhianat. Pilgub DKI ingat ga yg dukung siapa?...🤣🤣🤣..."";0;0;0;0;in;1576260715878367233;1698197693406085172;irwansitepu3;https://twitter.com/irwansitepu3/status/1701107769372492105",,,,,,,
"Mon Sep 11 05:37:22 +0000 2023;1701107645414002769;""@SeputarAHY @aniesbaswedan Move on move on"," selamat satu gerbong dengan demokrat versi moeldoko 👍👍"";0;0;0;0;in;228926691;1701064897008894055;KORUPEDIA;https://twitter.com/KORUPEDIA/status/1701107645414002769",,,,,,,
"Mon Sep 11 05:37:05 +0000 2023;1701107573855039826;""@SeputarAHY @aniesbaswedan Account blm diganti jadi seputarAnies? 😂"";0;0;0;0;in;64671332;1701064897008894055;fridini;https://twitter.com/fridini/status/1701107573855039826",,,,,,,,
"Mon Sep 11 05:36:28 +0000 2023;1701107420880388297;""@darrenwow05 @aniesbaswedan @PKSejahtera @PKS_Sumsel @PKS_Palembang Ngibul lu ya"," tanyakan ke pemimpin lu."";0;0;0;0;in;633579579;1701010657892864277;aakzaki;https://twitter.com/aakzaki/status/1701107420880388297",,,,,,,
"Mon Sep 11 05:35:43 +0000 2023;1701107231025254789;""@keepithink_crab @jokowi @prabowo @aniesbaswedan @ganjarpranowo @s4h4b4tl4m4 Males gw kalo dan tag ginian 😑"";0;1;0;0;in;1581332928755138561;1701103544877863049;MDH__SNA;https://twitter.com/MDH__SNA/status/1701107231025254789",,,,,,,,
"Mon Sep 11 05:35:41 +0000 2023;1701107221294448642;""@yusuf_dumdum @PDemokrat @aniesbaswedan wkwkwkwk KARENA tidak berhasil dengan mengancam HENGKANG tanggal 3! ga paham kan anda! #MALASBACA"";0;0;0;0;in;1052408643285647360;1700878119593554393;ilhamjati4;https://twitter.com/ilhamjati4/status/1701107221294448642",,,,,,,,
"Mon Sep 11 05:35:29 +0000 2023;1701107170547483121;""@VIVAcoid Suryo paloh Jago ANIES BASWEDAN PASTI MENANG"";0;0;0;0;in;1569986999997849603;1701099773405925772;IndraZadri;https://twitter.com/IndraZadri/status/1701107170547483121",,,,,,,,
"Mon Sep 11 05:34:54 +0000 2023;1701107025474928722;""@SeputarAHY @aniesbaswedan Gw tanye ame loe apa konsep perubahan yg di tawarkan @AgusYudhoyono kedepanya jika belia terpilih jadi wapres !!!!??????"";0;0;0;0;in;1357909543099928576;1701064897008894055;HMTata3;https://twitter.com/HMTata3/status/1701107025474928722",,,,,,,,
