created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Thu Aug 31 23:53:25 +0000 2023;1697397207983607919;"Prabowo itu bakal kalah hanya jika tidak lolos ke putaran 2. Karena kalau lolos, ya bakal menang.  Kalau koalisi Anies kalah, pendukungnya ngga akan milih Ganjar. Kalau koalisi Ganjar kalah, pendukungnya ngga bakal milih Anies. Pendukung Ganjar dan Anies itu kek minyak ama air.";1;1;5;13;in;228724587;1697395882063544665;awemany;https://twitter.com/awemany/status/1697397207983607919
Thu Aug 31 23:53:17 +0000 2023;1697397175876284461;"@nomore658337054 @tempodotco @aniesbaswedan Ini quote lebih menyentuh, tetapi Anies yg lebih qt percaya drpd Prabowo.. tetap bersama Anies";0;0;0;1;in;1654851373832507394;1697261850839372033;cawejo23655;https://twitter.com/cawejo23655/status/1697397175876284461
Thu Aug 31 23:52:53 +0000 2023;1697397076974580117;"Pendukung prabowo yang kurang bahan kasihan 😅😅😅.  Sampai orang makan aja di komentarin … 😜";0;0;0;0;in;952171382950969345;1697397076974580117;NengAyuAndira;https://twitter.com/NengAyuAndira/status/1697397076974580117
Thu Aug 31 23:52:39 +0000 2023;1697397017398714757;"@sutanmangara Keren Pak,, Tetep dukung Anies,, Orang baik harus didukung";0;1;0;1;in;1569863143656136705;1697316886877450694;prabowo_wishnu;https://twitter.com/prabowo_wishnu/status/1697397017398714757
Thu Aug 31 23:52:33 +0000 2023;1697396991595254160;"Demokrat sih bakal baik-baik saja.  Jika keluar dari koalisi perubahan ya masih bisa bergabung dengan koalisinya Prabowo. Yg bahkan dalam hitungan politik lebih mungkin untuk menang. Ini sudah sering dibahas. Jadi kalau Demokrat keluar ya rasional aja. Bukan sekadar emosional.";8;5;3;4;in;228724587;1697395882063544665;awemany;https://twitter.com/awemany/status/1697396991595254160
Thu Aug 31 23:52:33 +0000 2023;1697396991532388422;"Menarik, menunggu analisa @datuakrajoangek ttg bagaimana cara pak prabowo untuk membranding dirinya "tidak radikal radikul" setelah tak ada lagi PKB dan gus imin. Karena yang tertinggal tinggal di pak prabowo kanda anis matta, fahri dan bamukmin hehehe";0;0;0;0;in;245267832;1697396991532388422;SIGAPinfo;https://twitter.com/SIGAPinfo/status/1697396991532388422
Thu Aug 31 23:52:24 +0000 2023;1697396951816507453;"@Umar_Hasibuan__ Bisa jadi Prabowo ganjar";0;0;0;0;in;1291381548197978112;1697313135751802934;petanitulen2;https://twitter.com/petanitulen2/status/1697396951816507453
Thu Aug 31 23:52:17 +0000 2023;1697396924016681123;"@PDemokrat Yg paling bener prabowo anies";0;0;0;0;in;283550640;1697212603377086748;daydiando;https://twitter.com/daydiando/status/1697396924016681123
Thu Aug 31 23:52:03 +0000 2023;1697396865015435401;"@tempodotco Aku pilih pks pilpres yo kembali pulang pilih  @prabowo wae 🤣";0;0;0;1;in;2293995271;1697378246176956483;Sugiyan36298711;https://twitter.com/Sugiyan36298711/status/1697396865015435401
Thu Aug 31 23:51:58 +0000 2023;1697396846485012482;"@aniesmania Big No lebih ikhlas Pak Prabowo yang jadi daripada ada Iminnya";0;0;0;0;in;1285037142;1697236158147920206;Priyo846u5;https://twitter.com/Priyo846u5/status/1697396846485012482
Thu Aug 31 23:51:58 +0000 2023;1697396843662233709;"@pengarang_sajak Demokrat ke Ganjar PKS ke Prabowo... Anies  tinggal kenangan... Wkwkwk...";0;1;0;5;in;2783717701;1697395475891335452;samarchitect86;https://twitter.com/samarchitect86/status/1697396843662233709
Thu Aug 31 23:51:55 +0000 2023;1697396834019442701;"Tanpa narasi ya Anies ngga akan beda dengan Prabowo dan Ganjar.  Apa lagi dengan beban sebagai pengkhianat ya gimana mau menang? Mayoritas orang Indonesia ini ngga nyari yg pinter kok.  Jokowi aja bisa menang. Kok Anies yakin dia bisa menang dengan beban kek gitu?";1;4;3;6;in;228724587;1697395882063544665;awemany;https://twitter.com/awemany/status/1697396834019442701
Thu Aug 31 23:51:48 +0000 2023;1697396804139241786;"Prabowo Subianto semakin hari semakin menunjukkan cirinya sebagai Antek aseng #PrabowoCapresGagal https://t.co/ZeTUgNRCac";0;0;0;0;in;1564522329861853184;1697396724636205233;banu83999969;https://twitter.com/banu83999969/status/1697396804139241786
Thu Aug 31 23:51:40 +0000 2023;1697396770345738520;"Prabowo Subianto nampak kali kalau pro sama Amerika #PrabowoCapresGagal https://t.co/w4BgVE1mzx";0;1;0;0;in;1564522329861853184;1697396724636205233;banu83999969;https://twitter.com/banu83999969/status/1697396770345738520
Thu Aug 31 23:51:31 +0000 2023;1697396732764774684;"@abu_waras Yaa politik juga harus waras,, pake itung2 an... politik ga bisa pake HATI,, jangan terbawa perasaan dalam berpolitik";0;0;0;0;in;1569863143656136705;1697382285526397226;prabowo_wishnu;https://twitter.com/prabowo_wishnu/status/1697396732764774684
Thu Aug 31 23:51:29 +0000 2023;1697396724636205233;"Pertemuan Prabowo Subianto dan Austin menabur timbulnya perselisihan dengan Tiongkok #PrabowoCapresGagal https://t.co/mXN5SQ5nrN";0;1;0;0;in;1564522329861853184;1697396724636205233;banu83999969;https://twitter.com/banu83999969/status/1697396724636205233
Thu Aug 31 23:51:22 +0000 2023;1697396693065736247;"@OposisiCerdas Tamat sudah karir politik anis mungkin karma Anis Di DKI yg memainkan isu agama, Kwalat dg Prabowo dan Sandi...inilah watak anis sebagai keturunan yg mencla mencle....tungu anda akan jadi gelandangan politik karena surya paloh menjebakmu....";0;2;2;2;in;1348277574896504832;1697258669870928165;EdySupr44468624;https://twitter.com/EdySupr44468624/status/1697396693065736247
Thu Aug 31 23:51:18 +0000 2023;1697396675411951618;"Bakal calon presiden (capres) Prabowo Subianto mengaku santai mendengar kabar rencana duet Anies Baswedan dan Muhaimin Iskandar alias Cak Imin di Pilpres 2024. Wacana duet Anies-Cak Imin dibocorkan oleh Sekjen Demokrat Teuku Riefky Harsya.   https://t.co/6hxTU5mPAf";0;0;0;0;in;1600779468544806914;1697396675411951618;terasjakartaid;https://twitter.com/terasjakartaid/status/1697396675411951618
Thu Aug 31 23:50:12 +0000 2023;1697396399267307960;"Koalisi yang berubah-ubah berkhayal melakukan perubahan 😂😅  Sudah tau prabowo pernah dikhianati.. syukurin https://t.co/AyyHpVnY5J";0;6;6;57;in;1549933490233540609;1697396399267307960;ZeboLady;https://twitter.com/ZeboLady/status/1697396399267307960
Thu Aug 31 23:50:07 +0000 2023;1697396378337759556;"anies tersandera oleh surya paloh....  cak imin ingin memperlihatkan powernya ke prabowo... Politik dibuat santai saja. Fenomena yg terjadi cukup di jawab dengan kata " politik itu dinamis ". Selesai sudah fenomena ini. Jadilah rakyat yg cerdas. @wong_mblora  @bumiboy";0;3;0;2;in;2156467345;1697396378337759556;catoer_ndp;https://twitter.com/catoer_ndp/status/1697396378337759556
Thu Aug 31 23:50:02 +0000 2023;1697396360025370935;"@yaniarsim sy termasuk yg tidak setuju, cak imin ini orangnya oportunis tidak tulus, seandainya prabowo tidak buat koalisi indonesia maju sy yakin dia tidak akan mungkin merapat ke koalisi perubahan. Sy yakin @aniesbaswedan orang yang konsisten. kt tunggu pernyataan dari beliau.";0;1;0;1;in;472557181;1697238782104465788;asyriz;https://twitter.com/asyriz/status/1697396360025370935
Thu Aug 31 23:49:42 +0000 2023;1697396274105028640;"Selamat pagi Indonesia ❤️ Tetap semangat dlm menjalani kehidupan. Yakin dan percaya Allah mboten sare @prabowo you're my inspiration ❤️ https://t.co/aBg3eWIeKz";1;7;7;28;in;2717547397;1697396274105028640;AlmaghribiS;https://twitter.com/AlmaghribiS/status/1697396274105028640
Thu Aug 31 23:49:29 +0000 2023;1697396219046433225;"@ch_chotimah2 @AgusYudhoyono Ramai ramai ninggalin Anies... mendingan ke Prabowo aja..kalau begini caranya, mudah mudahan gak jadi kenyataan, masih ada waktu buat mikir....";0;0;0;0;in;1679855883009007616;1697245823690813819;jonnee123163888;https://twitter.com/jonnee123163888/status/1697396219046433225
Thu Aug 31 23:49:20 +0000 2023;1697396183457787916;"@genx36545403 @prabowo @__AnakKolong @Alie_Fahnoor @are_inismyname @BANGSAygSUJUD @B_Hendratmo1 @Bank_Joee_ @bengkeldodo @BosPurwa @Dennysiregar7 @ekokuntadhi1 Kaset rusak diputar ulang.";0;0;0;0;in;170592336;1697160757753020785;Pakfirman;https://twitter.com/Pakfirman/status/1697396183457787916
Thu Aug 31 23:49:20 +0000 2023;1697396181431955868;"@BurhanMuhtadi Demokrat akan k prabowo dl, tar gabung semuanya k ganjar 😀";0;0;0;0;in;117400147;1697274688005972061;insannnz;https://twitter.com/insannnz/status/1697396181431955868
Thu Aug 31 23:49:08 +0000 2023;1697396129552642367;"@Dennysiregar7 Strategi Surya Paloh kasih karpet merah ke prabowo sekaligus menghajar ganjar.. hihi.. seru..";0;0;0;0;in;1585070837526589440;1697221231349563463;mas_untungJa;https://twitter.com/mas_untungJa/status/1697396129552642367
Thu Aug 31 23:48:30 +0000 2023;1697395973243502985;"@rasulkita1 @yusufagro @Ndons_Back @Kimberley_2024 @prabowo @Bank_Joee_ @bengkeldodo @DarekaRendy @AndreasSolusi @AlmaghribiS @99propaganda @azissubekti @Lembayung071 Mari kita usung jagoan kita masing-masing, guys   Kalau memang ada yang bisa dipromoin, silahkan posting di lapak sendiri atau di sini 😁  #Prabowo2024";0;1;0;3;in;1121831857098641408;1697177782286176496;Alie_Fahnoor;https://twitter.com/Alie_Fahnoor/status/1697395973243502985
Thu Aug 31 23:48:14 +0000 2023;1697395904045793610;"Kadang Firasat mendahului Survey &amp  Poling, mas @BANGSAygSUJUD dan mas @bengkeldodo baru ngeh kalo Saya bilang sebelom Gonjang ganjing bahwa Pak @prabowo itu orang sangat kuat dibanding @aniesbaswedan wallahu a'lam";0;0;0;0;in;3258734490;1697395904045793610;hasanudinsajid;https://twitter.com/hasanudinsajid/status/1697395904045793610
Thu Aug 31 23:47:53 +0000 2023;1697395818045886972;"@tvOneNews Jangan kasih tempat buat demokrat di kubu Anies... ga butuh partai maksa2 keputusan Anies....";0;0;0;1;in;1569863143656136705;1697391578950885604;prabowo_wishnu;https://twitter.com/prabowo_wishnu/status/1697395818045886972
Thu Aug 31 23:47:50 +0000 2023;1697395804112298264;"@SateTong kalo prabowo gmn bang?";0;1;0;1;in;1305179824210599938;1697394555547718127;wakcis;https://twitter.com/wakcis/status/1697395804112298264
Thu Aug 31 23:47:42 +0000 2023;1697395772017594577;"@CNNIndonesia Ini loh kenapa pk prabowo terus memperbaiku dan melengkapi persejataan indonesia karena dunia sedang tidak baik baik saja";0;0;0;0;in;1354229641;1697096877983047759;imamhan165;https://twitter.com/imamhan165/status/1697395772017594577
Thu Aug 31 23:47:13 +0000 2023;1697395648893726914;"Raffi Ahmad: Pak Prabowo Selalu jadi Panutan untuk Kita Semua - FRAKSI GERINDRA #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat https://t.co/wfhqBfqb6K";0;0;9;0;in;617916906;1697395648893726914;arjunsi37522220;https://twitter.com/arjunsi37522220/status/1697395648893726914
Thu Aug 31 23:47:11 +0000 2023;1697395642262540614;"Pak Prabowo Ingatkan Anak Muda Indonesia Jangan Takut ... - FRAKSI GERINDRA #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat https://t.co/0mUrsEAbBl";0;0;9;0;in;617916906;1697395642262540614;arjunsi37522220;https://twitter.com/arjunsi37522220/status/1697395642262540614
Thu Aug 31 23:47:10 +0000 2023;1697395635509690744;"Relawan Konco Prabowo Perbesar Kemenangan Prabowo di Jawa ... - FRAKSI GERINDRA #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat https://t.co/YOwlda79HB";0;0;9;0;in;617916906;1697395635509690744;arjunsi37522220;https://twitter.com/arjunsi37522220/status/1697395635509690744
Thu Aug 31 23:47:03 +0000 2023;1697395607831519478;"Al Ghazali dan El Rumi Gabung Gerindra, Prabowo: Mereka Masa ... - Republika Online #Jokowinomics #MenataMasaDepan #PrabowoPetugasRakyat https://t.co/3ETaw0cWai";0;0;9;0;in;617916906;1697395607831519478;arjunsi37522220;https://twitter.com/arjunsi37522220/status/1697395607831519478
Thu Aug 31 23:46:57 +0000 2023;1697395582661501358;"@jansen_jsp Prabowo saja dikhianati anies apalagi AHY yg gak pernah biayai anies di pilkada dki. Kalian salah dukung anies jadi capres. Apa warga asli yg jumlahnya banyak sdh gak ada lagi?";0;0;0;2;in;2373724154;1697212549878702469;yudiwijayaa;https://twitter.com/yudiwijayaa/status/1697395582661501358
Thu Aug 31 23:46:54 +0000 2023;1697395571349430608;"@hasyimmah Yang pasti sekarang saya belum ada pilihan ganjar atau prabowo. Yang jelas bukan anis🤭";0;1;0;6;in;1604459923349258246;1697271825804456390;ahirtea187;https://twitter.com/ahirtea187/status/1697395571349430608
Thu Aug 31 23:46:51 +0000 2023;1697395556270936092;"@riffaizin All in prabowo kan wkwk";0;0;0;0;in;1417506945515233280;1697377595472667126;asdfg__r;https://twitter.com/asdfg__r/status/1697395556270936092
Thu Aug 31 23:46:50 +0000 2023;1697395551078338894;"@tatakujiyati Tapi kalau cak Imin yg dipilih, koalisi ini sama saja seperti koalisi prabowo cs";0;0;0;5;in;1603772719077552128;1697391190419902501;abdulmukti691;https://twitter.com/abdulmukti691/status/1697395551078338894
Thu Aug 31 23:46:34 +0000 2023;1697395484368015651;"Semakin keliatan... Anies - Cak Imin Prabowo - Erick Thohir Ganjar - Sandiaga";0;0;0;0;in;1321915838941728768;1697395484368015651;jason_cahya;https://twitter.com/jason_cahya/status/1697395484368015651
Thu Aug 31 23:46:21 +0000 2023;1697395429988859986;"@SlametHary35794 @temanduit @adri_7i @jokowi @prabowo @99propaganda @alextham878 @AlmaghribiS @AndreaSBocil08 @AndreasSolusi @are_inismyname @B_Hendratmo1 @BANGSAygSUJUD Akun tahun 2020an followers nya cuman SATU sedang berhalusinasi 🤭😁🤭  #Prabowo2024";0;1;0;2;in;1121831857098641408;1697150721752543341;Alie_Fahnoor;https://twitter.com/Alie_Fahnoor/status/1697395429988859986
Thu Aug 31 23:46:14 +0000 2023;1697395400544821638;"@tvOneNews Ok, pendukung capres anis bisa mulai menetukan dukungannya ke ganjar atau prabowo.";0;0;0;0;in;1428959202236456964;1697217975454224384;cozyback;https://twitter.com/cozyback/status/1697395400544821638
Thu Aug 31 23:45:49 +0000 2023;1697395297192980978;"@Miduk17 @datuakrajoangek Sudahlah kau minta @ganjarpranowo bikin pernyataan akan mengadili Prabowo jika presiden.";0;0;0;1;in;2881653068;1697299605799711190;AGoeci;https://twitter.com/AGoeci/status/1697395297192980978
Thu Aug 31 23:45:45 +0000 2023;1697395282038972688;"@Andiarief__ @aniesbaswedan Wong Prabowo yg sdh berjasi jadikan dia Gub masih bisa dia kibuli,apa lagi yg belum pernah berjasa😂😂😂";0;0;0;2;in;896677203215175680;1697185827959529912;arnoldy1230;https://twitter.com/arnoldy1230/status/1697395282038972688
Thu Aug 31 23:45:39 +0000 2023;1697395253702259040;"@Namaappengguna @demokrat_jakpus @PDemokrat Anies blm. Berfikir Koalisi yg ada gimna cara ny jd presiden tp ya gtu lah klau udah gelap dg ingin jabatan pemilu 2024 now anies now nasdem  Pilih yg lain presiden prabowo lbh ok";0;0;0;0;in;1575064788161667072;1697251392061420027;PropertyTaja;https://twitter.com/PropertyTaja/status/1697395253702259040
Thu Aug 31 23:44:47 +0000 2023;1697395036286300182;"@Hasbil_Lbs Semoga tetap solid. Anies diberi wewenang penuh untuk menentukan Cawapres. Karena dinamika poltik begitu cepat. PKB keluar dari koalisi Prabowo. Maka ada peluang besar untuk menambah kawan perjuangan. Misi adalah menang 2024.  #AniesPresiden2024 https://t.co/qtoz426QQP";0;2;1;7;in;579089730;1697324685875359978;NKRIndonesia79;https://twitter.com/NKRIndonesia79/status/1697395036286300182
Thu Aug 31 23:44:43 +0000 2023;1697395019307774193;"@ajengcute16__ Hahahaha udah gabung ganjar aja atao.prabowo mungkin dijadiin cawapres , ambisi banget sih pengen jadi wapres";0;0;0;1;in;1357312670207123456;1697251217989312955;ivan95484372;https://twitter.com/ivan95484372/status/1697395019307774193
Thu Aug 31 23:44:38 +0000 2023;1697395000412344503;"@jansen_jsp Kan dulu netizen udah bilang sama demokrat,gabung ganjar atau prabowo. Jadi menteri dulu nanti kalo dah ada prestasi baru cawapres. Kalian gak mau.bahkan SBY yg katanya konseptor waktu jadi tentara,kok gak bisa berhitung kemungkinan SP khianat. Kami sdh tau SP pasti khianat";0;0;0;3;in;2373724154;1697212549878702469;yudiwijayaa;https://twitter.com/yudiwijayaa/status/1697395000412344503
Thu Aug 31 23:44:25 +0000 2023;1697394942614880434;"@CNNIndonesia Hmm ..gak usah pd baper ya, mainkan politik ini dg santai aj. Toh siapapun yg menang. .sebagian rakyat dibawah mgkin sama sj kondisinya Lbh baik perkuat persatuan, PD, PKS lbh baik diskusi dl dg Nasdem. Makanya jk perlu nanti gabung aj ke kubu Prabowo agar 1 putaran. Hemat anggrn";0;2;0;1;in;339436825;1697219871564849354;JJ_tilu;https://twitter.com/JJ_tilu/status/1697394942614880434
Thu Aug 31 23:44:14 +0000 2023;1697394897626800143;"@abu_waras Siap abangkuu... keren neh @abu_waras ,, ga baperan.... yg penting menang dulu.... yakin kalo anies orang baik....";0;0;0;0;in;1569863143656136705;1697378406164468134;prabowo_wishnu;https://twitter.com/prabowo_wishnu/status/1697394897626800143
Thu Aug 31 23:44:01 +0000 2023;1697394844002611360;"@CNNIndonesia Prabowo- ganjar  perpaduan pemimpin stratejik dan populis keren untuk 2024";0;0;0;0;in;1354229641;1697187811722752166;imamhan165;https://twitter.com/imamhan165/status/1697394844002611360
Thu Aug 31 23:43:58 +0000 2023;1697394829993586768;"@WagimanDeep212_ @peter_hari Trus gabungnya sama PDIP yg tahun 2009 koalisi capres-cawapres Mega - Prabowo 😁";0;0;0;0;in;2709961843;1697252573605175624;Sidik_Best;https://twitter.com/Sidik_Best/status/1697394829993586768
Thu Aug 31 23:43:44 +0000 2023;1697394774435893329;"Kepala Kepolisian Negara Republik Indonesia  Mengucapkan   Selamat Hari Jadi Ke-75 Polwan Republik Indonesia   "Polwan Siap Mendukung Pemilu Damai Menuju Indonesia Maju"  1 September 1948 - 1 September 2023  Kapolri  Jenderal Polisi Drs. Listyo Sigit Prabowo, M. Si. https://t.co/XUec6jL805";2;6;31;122;in;138290629;1697394774435893329;DivHumas_Polri;https://twitter.com/DivHumas_Polri/status/1697394774435893329
Thu Aug 31 23:43:43 +0000 2023;1697394768232534176;"@DedenIzhar @bengkeldodo @Partono_ADjem @OnlyFrens @wakcis @ZUL_Hasan @prabowo @PaPa_Bowo2024 @Ndons_Back @dyahNeZza @daengbang06 @AKU_dgn3putra @zaqila959 @Kimberley_2024 @are_inismyname @AndreasSolusi Enggak terbalik?";0;0;0;1;in;2717547397;1696751010755358958;AlmaghribiS;https://twitter.com/AlmaghribiS/status/1697394768232534176
Thu Aug 31 23:42:50 +0000 2023;1697394547813449759;"@WanderaAco @prabowo Aamiin ya Allah ya azza wa jalla 🤲 #PrabowoMenangIndonesiaMaju";0;0;0;0;in;2717547397;1696468062084710825;AlmaghribiS;https://twitter.com/AlmaghribiS/status/1697394547813449759
Thu Aug 31 23:42:01 +0000 2023;1697394341868912809;"@rahmani_ima @prabowo @ganjarpranowo Sangat S7 bunda, mmg sepertinya bnyk yg berpengharapan terjadinya persatuan kelompok2 nasionalis sbb tantangan ke dpn jauh lebih berat &amp  diperlukan kekompakan mempersiapankan kualitas SDM2 kita spy bs bersanding sejajar dg negara2 maju lainnya.";0;0;0;2;in;1288727672500019200;1697254604348788804;Didiek09165668;https://twitter.com/Didiek09165668/status/1697394341868912809
Thu Aug 31 23:41:49 +0000 2023;1697394291746930711;"@Leonita_Lestari Oleh Karena itu Jangan Sampai Prabowo &amp  Anies Menjadi Presiden  Dah gitu aja, gak perlu lagi bertanya siapa mereka berdua  Karena Aku Yakin Anda Juga tdk Menginginkan Anies Menjadi Presiden Karena anda sudah tau kisi2 latar belakangnya  Sama dengan Netizen sudah tau kisi2 Prabowo";0;2;5;21;in;1606318502981169152;1697276680598069587;INDONESIAPERKS4;https://twitter.com/INDONESIAPERKS4/status/1697394291746930711
Thu Aug 31 23:41:46 +0000 2023;1697394277889015946;"@Naz_lira Katanya bukan petugas partai, cawapres pilihan pak surya paloh, demokrat di abaikan sedih juga, eh anda buat statement bawa-bawa PDI-P, masih aja percaya 100% sama politikus, prabowo anies ganjar tuh sama aja";0;0;0;0;in;1097354695742386177;1697275206405116357;rizal456987;https://twitter.com/rizal456987/status/1697394277889015946
Thu Aug 31 23:41:35 +0000 2023;1697394230589812821;"@zaqila959 @prabowo Satu satunya capres yang ketum partainya sendiri 🥰";0;1;0;1;in;1603576856573509633;1697382785420554404;Kimberley_2024;https://twitter.com/Kimberley_2024/status/1697394230589812821
Thu Aug 31 23:41:20 +0000 2023;1697394167817900401;"Oleh Karena itu Jangan Sampai Prabowo &amp  Anies Menjadi Presiden  Dah gitu aja, gak perlu lagi bertanya siapa mereka berdua  Karena Aku Yakin Anda Juga tdk Menginginkan Anies Menjadi Presiden Karena anda sudah tau kisi2 latar belakangnya  Sama dengan Netizen sudah tau kisi2 Prabowo";0;0;2;1;in;1606318502981169152;1697394167817900401;INDONESIAPERKS4;https://twitter.com/INDONESIAPERKS4/status/1697394167817900401
Thu Aug 31 23:40:27 +0000 2023;1697393947222642900;"@YanHarahap Baru nyadar lo bo.....prabowo aja di kianati...aplgi cm kebo";0;1;0;1;in;1603523978051473408;1697274328713457891;MAbdoel09;https://twitter.com/MAbdoel09/status/1697393947222642900
Thu Aug 31 23:40:23 +0000 2023;1697393928973189367;"@ruhutsitompul Bang Poltak, P. Prabowo ikut kunjungan presiden dalam rangka apa, sepertinya tidak ada kaitannya dg kunjungan presiden......";0;0;0;0;in;3281389014;1696610005364183362;royanaHroyana;https://twitter.com/royanaHroyana/status/1697393928973189367
Thu Aug 31 23:40:21 +0000 2023;1697393919225737675;"@CNNIndonesia Dwmokrat halu,, tendang ajaa...";0;0;0;0;in;1569863143656136705;1697246357348921500;prabowo_wishnu;https://twitter.com/prabowo_wishnu/status/1697393919225737675
Thu Aug 31 23:40:19 +0000 2023;1697393911722078618;"@Dennysiregar7 @pgmoraaji Sedikit ralat,  Menang sombong jenenge "jumowo" Kalah nerimo jenenge "legowo" Kalah ngaku menang jenenge "prabowo"";0;0;0;0;in;1576001794471526401;1697262516815249837;MuslihGus;https://twitter.com/MuslihGus/status/1697393911722078618
Thu Aug 31 23:40:14 +0000 2023;1697393892117844308;"@BANGSAygSUJUD @Gerindra @prabowo PRABOWO di atas angin .caki imin ke koalisi perubahan...lepas beban kardus durian..inget pak jgn smpe salah plih cawapres,,, Klo mau menang gaet bu susi, Ridwan Kamil atau mngkin usulan pan pak Muhajir,, jgn plih gibran apalagi si Erick yg krjnya cma pencitraan,,";0;0;0;0;in;1292008325073129475;1697052446676357562;Jeza74422125;https://twitter.com/Jeza74422125/status/1697393892117844308
