text,sentiment
"['anies', 'tersandera', 'surya', 'paloh', 'cak', 'imin', 'powernya', '', 'prabowo', 'politik', 'santai', 'fenomena', '', '', '', 'politik', 'dinamis', '', 'selesai', 'fenomena', 'rakyat', '', 'cerdas', 'mblora']",netral
"['', '', '', 'setuju', 'cak', 'imin', 'orangnya', 'oportunis', 'tulus', 'seandainya', 'prabowo', 'koalisi', 'indonesia', 'maju', '', 'merapat', '', 'koalisi', 'perubahan', '', 'orang', 'konsisten', '', 'tunggu', 'pernyataan', 'beliau']",netral
"['selamat', 'pagi', 'indonesia', '', 'semangat', 'dlm', 'menjalani', 'kehidupan', 'percaya', 'allah', 'mboten', 'sare', 'youre', '', 'inspiration', '']",positif
"['chotimah', 'ramai', 'ramai', 'ninggalin', 'anies', 'mendingan', '', 'prabowo', 'ajakalau', 'mudah', 'mudahan', 'gak', 'kenyataan', 'mikir']",netral
"['', 'anakkolong', 'fahnoor', 'inismyname', 'hendratmo', 'joee', 'kaset', 'rusak', 'diputar', 'ulang']",netral
"['', 'demokrat', 'prabowo', '', 'tar', 'gabung', 'ganjar']",netral
"['', 'strategi', 'surya', 'paloh', 'kasih', 'karpet', 'merah', '', 'prabowo', 'menghajar', 'ganjar', 'hihi', 'seru']",netral
"['', 'back', '', 'joee', 'mari', 'usung', 'jagoan', 'masingmasing', 'guys', 'dipromoin', 'silahkan', 'posting', '', 'lapak', '', '', 'prabowo']",netral
"['kadang', 'firasat', 'mendahului', 'survey', 'amp', 'poling', 'mas', 'mas', 'ngeh', 'kalo', 'bilang', 'sebelom', 'gonjang', 'ganjing', 'orang', 'kuat', 'dibanding', 'wallahu', 'alam']",netral
"['', 'kasih', 'demokrat', '', 'kubu', 'anies', '', 'butuh', 'partai', 'maksa', 'keputusan', 'anies']",netral
"['', 'kalo', 'prabowo', 'gmn', 'bang']",netral
"['', 'loh', '', 'prabowo', 'memperbaiku', 'melengkapi', 'persejataan', 'indonesia', 'dunia']",netral
"['raffi', 'ahmad', 'prabowo', 'panutan', '', 'fraksi', 'gerindra', 'jokowinomics', 'menatamasadepan', 'prabowopetugasrakyat']",netral
"['prabowo', 'ingatkan', 'anak', 'muda', 'indonesia', 'takut', '', '', 'fraksi', 'gerindra', 'jokowinomics', 'menatamasadepan', 'prabowopetugasrakyat']",netral
"['relawan', 'konco', 'prabowo', 'perbesar', 'kemenangan', 'prabowo', '', 'jawa', '', '', 'fraksi', 'gerindra', 'jokowinomics', 'menatamasadepan', 'prabowopetugasrakyat']",netral
"['', 'ghazali', '', 'rumi', 'gabung', 'gerindra', 'prabowo', '', '', 'republika', 'online', 'jokowinomics', 'menatamasadepan', 'prabowopetugasrakyat']",netral
"['jsp', 'prabowo', 'dikhianati', 'anies', 'ahy', '', 'gak', 'biayai', 'anies', '', 'pilkada', 'dki', 'salah', 'dukung', 'anies', 'capres', 'warga', 'asli', '', 'sdh', 'gak']",netral
"['', 'pilihan', 'ganjar', 'prabowo', 'anis']",netral
"['', 'all', '', 'prabowo', 'wkwk']",netral
"['', 'cak', 'imin', '', 'dipilih', 'koalisi', 'koalisi', 'prabowo']",netral
"['keliatan', 'anies', '', 'cak', 'imin', 'prabowo', '', 'erick', 'thohir', 'ganjar', '', 'sandiaga']",netral
"['', '', 'inismyname', 'hendratmo', 'akun', '', 'followers', 'nya', 'cuman', 'berhalusinasi', '', 'prabowo']",netral
"['', '', 'pendukung', 'capres', 'anis', 'menetukan', 'dukungannya', '', 'ganjar', 'prabowo']",positif
"['', 'kau', 'bikin', 'pernyataan', 'mengadili', 'prabowo', 'presiden']",netral
"['', 'prabowo', '', 'sdh', 'berjasi', 'jadikan', 'gub', 'kibuliapa', '', 'berjasa']",netral
"['', 'jakpus', 'anies', 'blm', 'berfikir', 'koalisi', '', 'gimna', '', '', 'presiden', '', '', 'gtu', 'klau', 'udah', 'gelap', '', 'jabatan', 'pemilu', '', 'now', 'anies', 'now', 'nasdem', 'pilih', '', 'presiden', 'prabowo', 'lbh']",positif
"['lbs', 'semoga', 'solid', 'anies', 'wewenang', 'penuh', 'menentukan', 'cawapres', 'dinamika', 'poltik', 'cepat', 'pkb', 'koalisi', 'prabowo', 'peluang', 'menambah', 'kawan', 'perjuangan', 'misi', 'menang', '', 'aniespresiden']",positif
"['', 'hahahaha', 'udah', 'gabung', 'ganjar', 'aja', 'ataoprabowo', 'dijadiin', 'cawapres', '', 'ambisi', 'banget', 'sih', 'pengen', 'wapres']",netral
"['jsp', 'netizen', 'udah', 'bilang', 'demokratgabung', 'ganjar', 'prabowo', 'menteri', 'kalo', 'dah', 'prestasi', 'cawapres', 'gak', 'maubahkan', 'sby', '', 'konseptor', 'tentarakok', 'gak', 'berhitung', '', 'khianat', 'sdh', 'tau', '', 'khianat']",netral
"['', 'hmm', 'gak', '', 'baper', '', 'mainkan', 'politik', '', 'santai', '', '', 'menang', 'rakyat', 'dibawah', 'mgkin', '', 'kondisinya', 'lbh', 'perkuat', 'persatuan', '', 'pks', 'lbh', 'diskusi', '', '', 'nasdem', '', 'gabung', '', '', 'kubu', 'prabowo', '', 'putaran', 'hemat', 'anggrn']",positif
"['waras', 'abangkuu', 'keren', 'neh', 'waras', '', '', 'baperan', '', 'menang', 'kalo', 'anies', 'orang']",netral
"['', 'prabowo', 'ganjar', 'perpaduan', 'pemimpin', 'stratejik', 'populis', 'keren']",netral
"['', 'trus', 'gabungnya', 'pdip', '', '', 'koalisi', 'caprescawapres', 'mega', '', 'prabowo']",netral
"['kepala', 'kepolisian', 'negara', 'republik', 'indonesia', 'selamat', '', 'polwan', 'republik', 'indonesia', 'polwan', 'mendukung', 'pemilu', 'damai', 'indonesia', 'maju', '', 'september', '', '', '', 'september', '', 'kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo', '', '']",netral
"['', 'adjem', 'hasan', 'bowo', 'back', 'dgnputra', '', 'inismyname', 'terbalik']",netral
"['', 'aamiin', '', 'allah', '', 'azza', '', 'jalla', '', 'prabowomenangindonesiamaju']",netral
"['ima', '', 'bunda', 'mmg', 'bnyk', '', 'berpengharapan', 'persatuan', 'kelompok', 'nasionalis', 'sbb', 'tantangan', '', 'dpn', 'berat', 'amp', 'kekompakan', 'mempersiapankan', 'kualitas', 'sdm', 'spy', '', 'bersanding', 'sejajar', '', 'negara', 'maju']",netral
"['lestari', 'prabowo', 'amp', 'anies', 'presiden', 'dah', 'gitu', 'aja', 'gak', 'berdua', 'tdk', 'anies', 'presiden', 'tau', 'kisi', 'latar', 'belakangnya', 'netizen', 'tau', 'kisi', 'prabowo']",netral
"['lira', 'petugas', 'partai', 'cawapres', 'pilihan', 'surya', 'paloh', 'demokrat', '', 'abaikan', 'sedih', '', 'statement', 'bawabawa', 'pdip', 'aja', 'percaya', '', 'politikus', 'prabowo', 'anies', 'ganjar', 'tuh', 'aja']",netral
"['', 'satunya', 'capres', 'ketum', 'partainya']",netral
"['prabowo', 'amp', 'anies', 'presiden', 'dah', 'gitu', 'aja', 'gak', 'berdua', 'tdk', 'anies', 'presiden', 'tau', 'kisi', 'latar', 'belakangnya', 'netizen', 'tau', 'kisi', 'prabowo']",netral
"['', 'nyadar', '', 'boprabowo', 'aja', '', 'kianatiaplgi', '', 'kebo']",netral
"['', 'bang', 'poltak', '', 'prabowo', 'kunjungan', 'presiden', 'rangka', 'kaitannya', '', 'kunjungan', 'presiden']",netral
"['', 'dwmokrat', 'halu', 'tendang', 'ajaa']",netral
"['', 'ralat', 'menang', 'sombong', 'jenenge', 'jumowo', 'kalah', 'nerimo', 'jenenge', 'legowo', 'kalah', 'ngaku', 'menang', 'jenenge', 'prabowo']",netral
"['', 'prabowo', '', 'angin', 'caki', 'imin', '', 'koalisi', 'perubahanlepas', 'beban', 'kardus', 'durianinget', 'jgn', 'smpe', 'salah', 'plih', 'cawapres', 'klo', 'menang', 'gaet', '', 'susi', 'ridwan', 'kamil', 'mngkin', 'usulan', 'pan', 'muhajir', 'jgn', 'plih', 'gibran', '', 'erick', '', 'krjnya', 'cma', 'pencitraan']",netral
"['prabowo', 'serahkan', '', 'unit', 'rantis', 'etactical', 'sergap', '', 'tni', 'polri']",netral
"['mohon', 'dibantu', 'pupuk', 'subsidi']",netral
"['', 'mantaps', '', '', 'baper', 'anies', 'alasan', 'gaet', 'cak', 'imin', '', '', 'tau', 'anies', 'orang', 'jujur', 'berintegritas', '', 'menang', 'bosz', '', 'sekeluarga', 'tetep', 'pilih', 'anies']",netral
"['heboh', 'paket', 'anies', '', 'cak', 'imin', '', 'tanggapan', 'prabowo', 'subianto', 'terduga']",netral
"['', '', 'pilih', 'prabowo', 'kalo', 'calon', 'wakil', 'titipan', 'istana']",netral
"['sekjen', 'pbb', '', 'yusril', 'ihza', 'diupayakan', 'cawapres', 'prabowo', '', 'sulawesi', 'utara', 'jokowinomics', 'menatamasadepan', 'prabowopetugasrakyat']",netral
"['', '', 'sih', 'ahy', 'gak', 'pny', 'kuakifikasi', 'sbg', 'cawapres', 'keputusan', '', 'memaksakan', 'utk', '', 'cawapres', '', 'membuktikan', 'demokrat', 'pny', 'ambisi', 'berkuasa', 'cocok', 'diduetkan', 'dgn', 'prabowo']",netral
"['ganjar', '', 'mahfudsusiyeni', 'pdip', 'prabowo', '', 'airlangga', 'gerindra', 'golkar', 'pan', 'anies', '', 'imin', 'nasdem', 'pkb', 'ahy', '', 'sandi', 'demokrat', 'pks', 'ppp', 'pbb', 'psi', '', 'ganjar', 'berkarya', 'garuda', '', 'prabowo', 'perindo', '', 'ahy', 'hanura', 'pkpi', '', 'anies', 'gelora', 'ummat', '']",netral
"['tenang', 'tenaaaang', 'anies', 'prabowo', 'aman', 'koqyg', 'plongower', 'doang', 'ntar', 'cari', 'makan', 'numpang', 'bargain', 'kagak', '', 'edc', 'menghibur', 'amp', 'plongower']",positif
"['', 'fals', 'melek']",netral
"['cawe', 'cawe', 'magrib', 'maghrib', 'bewok', '', 'undang', 'joko', '', 'istana', 'kabar', 'prabowo', 'pulang', 'duluan', 'proyek', 'naga', 'merah', 'putih', 'nyata', 'anies', 'hati', 'hati', 'mendekat', '', 'allah']",netral
"['waras', '', 'itung', '', 'menang', 'bosz', 'urusan', 'kalo', 'itung', 'kalah', 'ngapain', 'bertanding', 'buang', 'tenaga', 'uang']",netral
"['', 'udah', 'menang', 'prabowo', 'bang']",netral
"['', 'kalo', '', 'pilih', '', 'jdi', 'boneka', '', 'prabowo', 'jawabannyaanies', 'boneka', '', 'diusung', 'pksdemokratnasdemjokowi', '', 'dri', 'fraksi', 'partai', 'pdip']",netral
"['prabowo', 'penghianat', 'bangsa', '', 'antek', 'asing']",netral
"['', 'kesimpulan', '', 'calon', '', 'ganjar', 'prabowo', '', 'anies', 'imin']",netral
"['jsp', 'ahy', 'mmg', 'blm', 'cawapres', '', 'kubu', 'manapun', 'gak', '', 'ahy', 'cawapresnya', 'kubu', 'prabowo', '', 'kubu', 'ganjar', 'cari', 'cawapres', '', 'mewakili', 'suara', '', 'buk', 'mega', 'milih', 'ahy']",netral
"['chotimah', 'ahy', 'sih', 'maluin', 'ketum', 'partai', 'ngemis', 'cawapres', 'anies', 'lbh', 'gabung', 'ganjar', 'prabowo', 'kursi', 'menteri', 'jgn', 'instant', 'sajamulai', 'menteri', 'kalo', 'prestasi', 'bagus', 'cawapres', 'presidensby', 'maunya', 'instant', 'malu', 'dilepeh']",netral
"['', 'koalisi', 'pengkhianat', 'kumpul', 'nasdem', 'khianati', 'jokowi', 'cak', 'imin', 'khianati', 'gurdur', 'anies', 'khianati', 'prabowo', 'pks', 'khianati', 'fahri', 'hamzah', '', 'cocoklogi']",netral
"['', 'koq', 'ngatur', 'partai', 'bapaknya', 'loe', 'ngatur', 'suka', 'bapaknya', 'asik', '', 'susi', 'nggak', '', 'anis', 'mudahan', 'prabowo', 'cerita']",netral
"['', 'pilih', 'prabowo', 'kalo', 'wakilnya', 'anies', 'kalo', 'ahy', '', 'pilih', 'anies']",netral
"['marm', 'politik', 'realistis', 'pake', 'itung', 'anteam', 'anies', 'data', '', 'mending', 'diem', 'dah', 'omongin', '', 'otak', 'dipake', 'pake', 'perasaan', 'doang']",netral
"['nostalgia', '', 'golkar', 'prabowo', 'ajak', 'nyanyi', 'mars', 'golkar', '', 'sinpo', 'jokowinomics', 'menatamasadepan', 'prabowopetugasrakyat']",netral
"['ayo', 'pendukung', 'agusyudhoyono', 'serbu', 'pengkianat', 'koalisi', '', 'mulut', 'manis', 'madu', 'anies', 'wanngibul', '', 'letjen', 'prabowo', 'aja', '', 'kianati', 'sekelas', 'mayor']",netral
"['alfaqir', 'beralih', '', 'prabowo', 'pengkhianat', 'jutaan', 'rkyt', 'khianati', 'ulama', '', 'pilih', 'ganjar', 'doyan', 'nonton', 'bokep', 'namnya', 'terlilit', 'issu', 'dana', 'iktp', '', 'ribu', 'dolar', 'pilih', 'aniessama', 'aja', 'pengkhianat', 'orng', 'politikus', 'tulen', 'boong', 'khianat', 'dianggap']",netral
"['', 'pragan', '', 'prabowo', '', 'ganjar']",netral
"['', 'ngga', 'pindah', 'koalisi', 'kubu', 'prabowo', 'ganjar']",netral
"['', '', 'iyalah', 'kemana', '', 'ganjar', 'malu', '', 'prabowo', 'gengsi']",netral
"['harapan', 'sbagian', 'masyarakat', 'munculnya', 'caprescawapres', 'alternatif', '', 'brasal', 'koalisi', 'pendukung', 'pemerintahn', 'spertinya', '', 'prabowo', 'gerindra', 'ganjar', 'pdip', 'cak', 'imin', 'pkb', 'tokoh', 'parpol', 'pendukung', 'loyal', 'perintahan', 'jokowimaruf']",positif
"['sekjen', 'pbb', '', 'yusril', 'ihza', 'diupayakan', 'cawapres', 'prabowo', '', 'sulawesi', 'utara', 'prabowo', 'prabowosubianto', 'prabowountuksemua']",netral
"['ganjar', 'prabowo', 'ngaji', 'pilkada', 'pilpres', 'cebong', 'ngdrun', '', 'politik', 'tipu', 'identitas']",netral
"['one', 'semoga', 'prabowo', 'gandeng', '', 'dah', 'biar', 'pilihan']",netral
"['', '', 'jokowi', '', 'prabowopadahal', 'ganjar', '', 'prabowotolong', 'kemukakan', 'gagasan', 'kedepan', 'indonesia', 'dibawah', 'kemanaga', '', 'hebat', '', '', 'inisemua', 'dibutuhkan']",netral
"['', 'saran', '', 'koalisi', 'perubahan', 'bergabung', 'dukung', 'prabowo']",netral
"['', 'cemen', 'mah', 'gak', 'dewasa', 'koalisi', 'perubahan', 'demokrat', 'insya', 'allah', 'jalan', 'partai', '', 'mendukung', 'demokrat', 'kebingungan', 'menentukan', 'bergabung', 'siman', 'prabowo', 'gak', 'gandeng', 'ahy', 'ganjar', 'tris', 'oposisi']",netral
"['', 'berkali', 'prabowo', 'masuk', 'capres', 'berat', 'presiden']",netral
"['', 'mantaps', 'pks', 'realistis', 'hitung', '', 'kemenangan', 'anies', 'baswedan']",netral
"['undang', 'gerindra', '', 'rumah', 'partai', 'golkar', 'airlangga', 'hartarto', 'janjikan', 'kejutan', 'bacawapres', 'prabowo', 'airlanggahartarto', 'kuningkeren', 'sayagolkar', 'partaigolkar', 'golkarpedia']",netral
"['menulis', 'pilpres', '', 'menulis', '', 'prabowo', 'pilpres', '', 'menulis', 'indonesia', 'bercanda', 'lucu', 'terbukti', 'dipilpres', '', 'sandal', 'jepit', 'pertarungan', 'riil', 'cawapres', 'terbukti', 'hening']",netral
"['gibran', '', 'cawapres', 'prabowo', 'sdh']",netral
"['anies', 'menang', 'prabowo', 'ganjar', 'presiden', 'melunasi', 'utang', 'ugalan', 'dibiarkan', 'bayar']",netral
"['', 'keliatannya', 'anies', 'pkb', '', 'cak', 'imin', '', 'prabowo', 'pdahy', 'anies', '', 'jomblo', '']",netral
"['', 'prabowo', 'suaranya', 'suara', '', 'nya', 'cak', 'imin', 'kalo', 'cak', 'imin', 'pergi', 'prabowo', '', 'ambyar']",netral
"['cawapres', 'ditentukan', 'anies', 'ahy', 'elektabilitasnya', 'rendah', 'posisi', 'cawapres', 'ganjar', 'prabowo', 'setuju']",netral
"['', 'curiga', 'trik', 'menjatuhkan', 'anies', 'masuk', 'dlm', 'kubunya', 'trus', 'mengobokobok', 'halnya', '', 'prabowo', 'dimasukkan', 'kesana', 'mengobokobok', '', 'sandiwara', 'politik', '', 'dululah']",netral
"['', 'imin', 'pkb', 'terserah', 'kau']",netral
"['jumat', 'mari', 'ceriabahagiakan', 'indonesia', '', 'sholawat', 'semoga', '', '', '', '', 'gus', 'pemimpin', 'bangsa', 'warga', 'bangsa', 'indonesia', 'senantiasa', 'sehat', 'rukun', 'bahagia', 'selamat']",netral
"['', 'susah', 'bos', 'prabowo', 'kalok', 'musuhin', 'anies']",netral
"['', '']",netral
"['', 'beli', 'pesawat', 'mah', 'prestasi', '', 'suruh', 'pres', 'jokowi', 'utang', '', '', 'qatar', 'beli', 'alustista', 'pesawat', 'tua', '', '', 'sdh', '', 'layak', 'pake', 'dihibahkan', '', 'dibeli', '', 'mencurigakan', 'langgar', '', 'cek', 'mosok', '', 'berani', 'ngecek']",netral
"['prabowoanies', 'auto', 'menang', 'surya', 'paloh', 'meradang', 'cak', 'imin', 'putar']",netral
"['', 'udah', '', 'pindah', '', 'anies', 'pemilih', '', 'anti', 'jokowi', 'prabowo', 'pemilih', 'setia', '', 'ambil', 'ceruk', 'pemilih', 'jokowi', 'tergambar', 'survey', '', 'skrg', 'ngga', 'klo', 'skrg', 'gmn', 'pergerakan', 'pemilih', 'anies']",negatif
"['emang', 'udah', 'prabowo', 'sih', 'presiden', 'kayanya']",netral
"['didu', 'lha', '', 'jokowi', '', 'dikhianati', 'trus', '', 'prabowo', '', 'dikhianati', 'klo', 'cuman', 'sekelas', 'bocil', 'anak', 'pepo', '', 'manjah', 'jejaksangpengkhianat']",netral
"['', 'kayaknya', 'beda', 'konsultan', 'politik', 'gan', 'gaya', 'maen', 'nya', 'kayaknya', 'konsultan', 'jokowi', 'kemaren', 'skrg', 'pindah', '', 'prabowo', 'polesan', 'nya', 'bagus', 'maen', 'nya', 'cantik']",netral
"['', '', 'mabuk', 'durenkl', 'orang', 'mabuk', 'lepas', 'kewajiban']",netral
"['', 'wes', 'fix', 'prabowo', 'anies', 'sek']",netral
"['', 'perjuangan', 'gas', 'lawan', 'nya', 'prabowo', '', 'gibran', 'pertarungan', 'nya', 'adh', 'mewakili', 'klan', 'rezim', 'dri', 'indonesia', 'merdeka']",netral
"['mas', 'anies', 'benarbenar', 'terpilih', 'apakabar', 'prabowo', 'meninggalkan', 'pendukungnya', 'menerima', 'imingiming', 'penguasa', '', 'narasinya']",netral
"['', '', '', 'prabowo', 'udah', 'dihianati', '', 'pdip', 'sulit', 'krn', 'bersitegang', 'kader', 'akar', 'rumput', 'kecuali', 'demokrat', 'bikin', 'usung', 'ahy', '', 'anies', 'matta', '', '', 'masanya', 'hahahha']",netral
"['', 'kaya', 'gimana', 'gitu', 'ngeliat', 'pendukung', 'ganjar', 'udah', 'kaya', 'pendukung', 'prabowo', '', '', 'sikap', 'prabowo', 'kalem', 'diajak', '', 'jokowi', 'masuk', 'kabinet']",netral
"['wajah', 'asli', 'partainya', 'diwakilkan', 'kader']",netral
"['pkb', 'final', 'menerima', 'cawapresnya', 'kiyai', 'sepuh', 'bergerak', 'menunggu', 'kabar', 'kiyai', 'langitan', 'menang', 'pilpres', '', '', '', 'suara', 'kiyai', 'sepuh']",netral
"['', 'ridwan', 'kamil', 'ahok', 'berkhianat', '', 'prabowo']",netral
"['', 'sepakat', '', '', 'sih', 'sdh', 'mantap', 'mendukung', 'amp', 'memilih', 'prabowo']",netral
"['', 'prabowo', '', 'khofifah', '', 'menarik']",netral
"['', 'untung', 'nya', 'ayah', '', 'memiliki', 'partai', 'ketum', 'partai', '', '', 'nama', 'nya', 'intervensi']",netral
"['hasibuan', 'orang', 'prabowo', 'kerja', '', 'ganggu', 'nganggur', 'mah', 'enak', 'jalan']",netral
"['saudara', 'sebangsa', 'setanah', 'air', 'indonesia', 'ayo', 'dukung', 'presiden', '', '', '', 'beliau', 'pemilik', 'partai', 'bos', 'gak', 'neko', 'disetir', '', 'indonesia', 'maju', 'wajib', 'pilih']",netral
"['', '', '', 'prabowo', '', 'udah', 'dihianati', 'duluan', '', '', '', 'pdip', 'musuhnya', 'terpaksa', '', 'anies', 'drpada', '']",netral
"['', 'didu', 'mas', 'bos', 'jgankan', 'anies', 'prabowo', 'ganjar', '', 'elektabilitasnya', 'jauuuuuuuh', 'diatas', 'anis', '', 'mustahil', '', 'menang', 'putaran', 'klo', 'beropini', 'mbok', '', 'make', 'data', 'terupdate']",netral
"['', 'jsp', '', 'dikhianati', 'anis', '', 'prabowo']",netral
"['', 'pkb', 'halahhh', 'golkar', 'pan', 'aja', '', 'ngomong', 'gini', 'nil']",netral
"['', '', 'mudharatnya', 'drpd', 'mnfaatnya', 'prabowo', 'jdi', 'presiden', 'prabowo', 'lembek', 'hilang', 'sifat', 'kepemimpinan', 'dlm', 'tubuh', 'prabowo', 'ketum', 'gerindra', 'bkn', 'hasil', 'kompetisi', 'kader', 'byk', '', 'takut', 'dgn', 'sosok', 'prabowo']",netral
"['', 'uni', 'pilih', 'prabowo', 'faktor', 'kasian', 'karna', 'sdh', '', 'pilpres', 'kasih', 'menanglah']",netral
"['prabowo', 'ingatkan', 'hilirisasi', 'kunci', 'strategis', 'negara', 'maju', 'makmur', 'sejahtera', 'kebijakan', 'program', 'strategis', 'didorong', 'pemerintahan', 'presiden', 'joko', 'widodo', 'prabowountukindonesia', 'prabowomenangindonesiamaju']",netral
"['ditinggal', 'cak', 'imin', 'prabowo', 'subianto', 'santai']",netral
"['', 'gitulah', 'capres', 'bos', 'partai', 'suara', 'terbuang', 'utk', 'capres', 'pesuruh', 'partai', 'kayak', 'mendingan', 'gua', 'ajak', 'rakyat', 'indonesia', 'mendukung', '', 'beliau', 'pemilik', 'partai', 'pembantu', 'partai', 'udah', 'gak', 'disetir']",negatif
"['', '', 'cak', 'imin', 'gabung', 'anis', 'suara', '', '', 'utuh', '', 'anis', 'prabowo', 'melepas', 'intan', 'utk', 'batu', 'ganjar', '', 'repottokoh', '', '', 'gandeng']",netral
