text,sentiment
"['', 'anaknya', '', '', 'feel', 'her', 'its', 'okay', 'sulit', 'hamil', 'anak', '', 'sarah', 'aja', 'hamil', 'usia', '', 'thn', 'amp', '', 'anak', 'lihat', 'turunannya', 'sekrg', 'spt', 'bintang', '', 'langit', 'amp', 'pasir', '', 'pantai']",positif
"['chotimah', 'esemka', 'esemka', 'lagilagi', 'esemka']",netral
"['', 'chotimah']",netral
"['', 'ganjar', 'pranowo', 'rakyat', 'gentar', '', 'kroyok', 'elit', 'partai', 'politik']",netral
"['', 'met', '', 'bro']",netral
"['gubernur', 'jateng', 'pranowo', 'lepas', '', 'mahasiswa', '', 'magang', '', 'ceko']",netral
"['', 'matur', 'nuwun', 'nggih']",netral
"['', 'demokrat', 'partai', 'partai', 'pemenang', 'pemilu', '', 'dikuasai', 'partai', 'nasdem', 'ayoooo', 'arah', 'mumpung', 'pdip', 'ganjar', 'pranowo', 'cawapres', 'salah', 'satunya', 'ketum', 'demokrat', 'menang', 'lawan', 'kawan', 'seperjuangan', 'odippdemokrat']",netral
"['', 'iyaa', 'dongkan', 'dananya', 'dipake', 'renov', 'rumah', 'kader']",netral
"['', 'pranowo', 'pokok', '', '']",netral
"['ganjar', 'pranowo', 'pemimpin', 'penuh', 'toleransi', 'beragama']",netral
"['', 'ganjar', 'cocok', 'menteri', 'pendidikan', 'bagus', 'pendidikan']",netral
"['chotimah', '', 'petugas', 'partai', 'prilakunya', 'buruk', '', 'chotimah', '', '', 'jelasjelas', 'petugas', 'partai', 'percaya']",netral
"['pkb', 'final', 'menerima', 'cawapresnya', 'kiyai', 'sepuh', 'bergerak']",netral
"['', '', 'naaahini', 'cucokkk', 'buka', 'perusahan', 'flm', 'bokep']",netral
"['ganjar', 'pranowo', 'hadiri', 'silahturahmi', 'kumpulan', 'gereja', 'kota', 'semarang']",netral
"['ganjar', 'pranowo', '', 'sdm', 'mesti', 'genjot', 'memelihara', 'mengembangkan', 'infrastruktur', '', 'orientasi', 'teknologi', 'ramah', 'lingkungan']",netral
"['wan', 'ngibul', 'dipercaya', 'gabung', 'aja']",netral
"['calon', 'presiden', 'nih', 'guys', '', 'ganjarpranowo', 'jokowidodo', 'ganjarpranowo', 'indonesiamaju']",netral
"['chotimah', 'bikin', 'smk', 'bangga', 'banget']",netral
"['anakkolong', 'gak', 'berubah']",netral
"['', 'pranowo', 'bangettt']",netral
"['ganjar', 'pranowo', 'berhasil', 'ciptakan', 'kebersamaan', 'bangun', '', 'jateng']",netral
"['', 'keren']",netral
"['rakernas', 'kadin', '', 'semarang', 'gubernur', 'jateng', 'pranowo', 'menyamapaikan', 'pemprov', 'jateng', 'sdm', '', 'terampil', 'utk', 'membangun', 'infrastruktur', 'hijau', 'indonesia', '', 'kehadiran', 'sekolah', 'vokasi', '', 'jateng', 'sahabatganjar', 'ganjarpranowo', 'ganjaruntuksemua']",netral
"['', 'utk', 'masyarakat', 'kinerja', 'pimpinane', 'piye']",netral
"['menjelang', 'jabatan', 'gubernur']",netral
"['jargon', 'tuanku', '', 'rakyat', 'sekedar', 'katakata']",netral
"['', 'lestari', 'sdh', 'buktikan', '']",netral
"['', 'faktanya']",netral
"['', 'mantap', 'kenceng', 'dukung', 'berjuang', 'utk', 'kemenangan', 'ganjar', 'pranowo', 'sbg', 'presiden']",netral
"['', '', 'naaahini', 'cucokkkkk', 'pas', 'banget']",netral
"['', 'asli', 'keren']",netral
"['', 'perjuangan', 'kaosnya', 'keren', 'cocok', 'situasi', 'krn', 'penculikan', 'kejahatan', 'kejahatan', 'gak', 'terulang', 'anak', 'jaman', 'now', 'tau', 'cocok', 'bingit']",netral
"['chotimah', 'smk', 'sekolah']",netral
"['pinter', 'ngaji', 'bertaubat', 'nonton', 'video', 'porno', 'pertimbangkan', 'pilihan']",netral
"['bag', '']",netral
"['', 'sekolah', 'gratis', 'berjalan', 'dimana']",positif
"['', 'kawal', 'sampe', '']",netral
"['istriku', 'anaku', 'kampanye', 'pdi', 'perjuangan', 'ganjar', 'pranowo']",netral
"['indi', 'gubernur', 'jateng']",netral
"['', 'ijazah', 'palsu', '', 'percaya']",netral
"['', 'kalo', 'jateng']",netral
"['', 'kualitas', 'menanggapi', 'keluhan', 'warganya', 'diup', 'ujungnya', 'tanggung', 'bupati', 'dll']",netral
"['', 'otak', 'mesum', 'bani', 'cebong', 'otak', 'sggaris', 'wkwkw', 'pantes', '', '', 'dukung', 'ganjar', 'isi', 'otak', '', '', 'dukung', 'pendukung', 'wkwkwkw']",netral
"['chotimah', 'kangkung', 'aja', '']",netral
"['', 'halah', 'smp', 'ambil', 'rapot', 'bayar', 'pakai', 'uang', 'alasan', 'nya', 'infaq', 'tolong', '', 'smp', '', 'larangan', 'brebes']",netral
"['', 'dimana', 'mas', 'kampung', 'njenengan']",netral
"['', 'tolong', 'pahami', 'smk', 'didirikan', 'anak', 'gratis', 'disalurkan']",positif
"['', 'insha', 'allah', 'kemenangan', 'pilpres', '', 'nampak', 'maju', '', 'majukan', 'indonesia', 'raya', 'biar', 'anak', '', 'bangga', 'negaranya', '', 'merdeka', 'merdeka', 'merdeka', 'urraaa', 'urraaa', 'urraaa']",netral
"['', 'rakyat']",netral
"['hendratmo', 'chotimah', 'anakkolong', 'presiden', 'naaaah']",netral
"['', 'ditunggu', '', 'datangannya', '', 'batam', 'ganjar']",netral
"['', 'perjuangan', 'perindo', 'hanura', 'percayalah']",netral
"['', 'perjuangan', 'partai', '', 'tinggal', 'kader', 'muda', '', 'mumpuni', 'tsmara']",netral
"['poirot', 'gubernur', 'bokep', 'gmn', 'cerita', 'nih']",netral
"['', 'pencitraan', 'lulusan', 'berhasil', 'kerja', '', 'jepang', 'usaha', 'lulusannya', '', 'rumah', 'hasilnya', 'tergantung', 'kualitas', 'siswa']",netral
"['', 'kodamdamali', 'purworejo', 'purworejo', '', 'pwrj', 'pwrj', 'retnawati', 'besok']",netral
"['', 'pinter', 'mainnya', '', 'prabowo', 'gandeng']",netral
"['chotimah', 'ngapain', 'panas', '', '', 'mobil', 'esemka', 'beneran', 'ribuan', 'unit', 'gak']",netral
"['', 'bismillag']",netral
"['', '', 'ganjar']",netral
"['', 'maju']",netral
"['silaturrahim', '', 'majelis', 'talim', '', 'thariq']",netral
"['', 'duh', 'pemimpin', 'andalan', 'ganjarpranowo', 'ganjaruntuksemua']",netral
"['', 'kadrun', 'kampret', 'gaakan', 'ngakui', '', 'mengakui', 'kinerja', '', '', 'merasakan', 'org', '', 'nonton', '', 'bisanya', 'nyinyirin']",netral
"['', '', 'ogi', 'anakkolong', 'chotimah', 'wadas', 'proyeknya', 'jateng', 'proyek', 'nasional']",netral
"['jelang', 'purna', 'tugas']",netral
"['', 'tuh', 'siswa', 'siswanya']",netral
"['lestari', '', 'menang', 'memangnya', 'menciptakan', 'stabilitas', 'politik', '', 'parlemen', 'dgn', '', '', 'dgn', 'mulus', 'melanjutkan', 'tugas', 'jokowimau', 'gak', 'merangkul', 'orang', '', 'dikatain', 'tua']",netral
"['presiden', 'jokowi', 'meninjau', 'sekolah', 'gratis', '', 'diprakarsai', 'gubernur', 'jateng', '', 'presiden', 'memuji', 'sekolah', '', 'dikhususkan', 'anak', '', 'tdk', 'tsb', 'krn', 'sarana', 'amp', 'prasarananya', 'lengkap', 'presiden', 'didirikan', '', 'provinsi', 'grup', 'barca', 'tidur', 'iphone', '', 'agustus']",positif
"['', 'imin', 'pkb', 'disandingkan', '', '', 'ahy', '', '', '', 'harapan', 'pupus', 'bagaiman', 'fatamorgana']",positif
"['', 'penerimaan', 'siswa', 'tingkat', 'sma', 'amburadul']",netral
"['kasihan', '', 'persimpangan', 'jalan', '', 'geser', 'dukung', 'bang', 'partai', 'geloranya', '', 'dukung']",netral
"['elektabilitas', 'capres', 'moncer', 'fakta', 'bhw', 'masyarakat', 'sosok', 'ganjar', '', '', 'rakyatnya', 'bismillah', 'perjuangan', 'utk', 'orang', 'utk', 'hasil', '', 'semangat']",netral
"['', 'id', 'perjuangan', 'ulasan', 'sederhana', '', '', 'mantap']",netral
"['presiden', 'aja', 'kagum']",netral
"['jilid', 'semoga', 'alloh', 'swt', 'meridhoi', '', 'terpilih', 'presiden', 'amp', 'wakil', 'presiden', 'indonesia', 'periode', '', 'indonesia', 'dipimpin', '', 'muda']",netral
"['tetangga', 'sebalah', 'ribut', 'cawapres', '', 'nyantai', 'aja', '', '', 'ganjar', 'pranowo', 'jgn', '', '']",netral
"['', 'dirancang', 'kadis', '', 'konsen', 'dgn', 'team', '', 'sokit', '', 'pendidikan', 'ditendang', 'digantikan', 'dgn', 'kadis', 'team', 'catutan', '', 'tinggal', 'jalankan']",netral
"['', 'telat', 'luaku', 'salah', 'alumninya', 'nih', '', 'baca', 'biar', '', 'kudet']",netral
"['', 'ganjar', 'pranowo', 'pemimpin', 'penuh', 'toleransi', 'presiden', '']",netral
"['', '', '', 'maaf', 'yajgn', 'tolol', 'teriak', 'tolol', 'memalukan', '', 'pilih', 'aja', '', 'jgn', '', 'keluarin', 'tolol', 'capres', 'jadianda', 'kasar', '', 'kasar', 'tolong', 'belajar', '', '', '', 'akhlak', '', 'belajar', 'krn', 'udh', 'tabiat', '', 'lahir']",netral
"['toleransi', 'ganjar', 'pranowo', 'menggambarkan', 'kebhinekaan']",netral
"['rakyat', 'ganjar', 'pranowo']",netral
"['ganjar', 'pranowo', '', 'jabatan', 'mandat', 'rakyat']",netral
"['ganjar', 'pranowo', 'didukung', 'rakyat']",netral
"['', 'kwkwkwk', 'menaikan', 'elaktabilitas', 'kabar', 'mobil', 'smk']",netral
"['ganjar', 'pranowo', 'pemimpin', 'idaman', 'rakyat', 'indonesia', 'ganjarpranowo', 'ganjarcapres', 'ganjarpresiden', 'ganjarmenangtotal', 'ganjarpilihanrakyat', 'presiden', 'ganjarpresiden', 'pilpres', 'pemilu', 'lapakganjar']",netral
"['', 'ganjar', 'pranowo', 'rakyat', 'gentar', 'melawan', 'oligarki', 'pro', 'asing']",netral
"['ganjar', 'pranowo', 'hadiri', 'silaturahmi', 'perkumpulan', 'gereja', 'kota', 'semarang', 'ganjarpranowo', 'ganjarcapres', 'ganjarpresiden', 'ganjarmenangtotal', 'ganjarpilihanrakyat', 'presiden', 'ganjarpresiden', 'pilpres', 'pemilu', 'lapakganjar']",netral
"['ganjar', 'pranowo', 'pemimpin', 'menjunjung', 'nilai', 'kebhinnekaan', 'ganjarpranowo', 'ganjarcapres', 'ganjarpresiden', 'ganjarmenangtotal', 'ganjarpilihanrakyat', 'presiden', 'ganjarpresiden', 'pilpres', 'pemilu', 'lapakganjar']",netral
"['', 'rekam', 'jejak', 'prestasi', 'amp', 'visi', 'misi', 'berani', 'menerima', 'tantangan', 'debat', 'bem', '']",netral
"['ganjar', 'pranowo', 'calon', 'presiden', '', 'pilihan', 'rakyat', 'indonesia', 'ganjarpranowo', 'ganjarcapres', 'ganjarpresiden', 'ganjarmenangtotal', 'ganjarpilihanrakyat', 'presiden', 'ganjarpresiden', 'pilpres', 'pemilu', 'lapakganjar']",netral
"['', '', 'phm', 'pemilu', '', 'manapun', 'pemilu', 'partai', 'tong', '', 'diajukan', '', 'caleg']",netral
"['', 'denpasang', 'foto', 'jenegan', '', 'kaos', 'tim', '', 'keren']",netral
[''],netral
"['', '', '', '', 'ksh', 'tau', '', 'prestasi', 'ganjar', '', 'dgn', 'syarat', '', 'jgn', 'ksh', 'tau', 'abudapalagi', '', 'jgn', 'panas']",netral
"['lopez', 'anakkolong', 'sih', 'sbnrnya', 'org', 'bikin', 'partai', 'gak', 'lolos', 'parlemen', 'aja']",netral
"['salah', 'kader', 'terbaik', 'perjuangan', 'melanjutkan', 'kerja', 'senior', '']",netral
"['ganjar', 'pranowo', 'rakyat', 'gentar', 'dikeroyok', 'elit', 'partai']",netral
"['', 'rambut', 'putih', '', '', 'pilih']",netral
"['dumdum', 'hindari', 'manusia', '', '', 'negara', 'pilihlah', 'pemimpin', '', 'ganjar', 'pranowo', 'utk', 'lupakan', 'partai', 'politik', 'nkri', 'lolos', 'kehancuran']",netral
"['', '', 'anies', '', 'dukung', 'rakyat', '', 'dukung', 'jokowi']",netral
"['', 'sekolah', 'gratis', 'udah', 'dimana']",positif
"['', 'pemilik', 'lahan', 'terkena', 'project', 'jalan', 'tol', 'kataraja']",netral
"['chotimah', 'apanya', '', 'bohong', 'sih', 'liatcke', '', 'brotojoyo', 'semarang', 'sekolahnya', 'disitu', 'udh', 'berdiri']",netral
"['assalamualaikum', '', '', 'mohon', 'perhatian', 'kerja', 'puluhan', 'dusun', 'kendal', 'desa', 'basuhan', 'kec', 'eromoko', 'kab', 'wonogiri', 'telpon', 'operatur', 'internet', 'tolong', 'bts', 'dibangun', 'jaman', 'sby', 'sekrg']",netral
"['smk', 'negeri', 'jateng', 'gagasan', 'gubernur', 'jateng', 'ganjar', 'pranowo']",netral
"['', 'whyyun', 'xpaix', 'cobain', 'aja', 'minum', 'ember']",netral
"['', 'bedah', 'rumah', 'kader']",netral
"['perubahan', 'cepat', 'peta', 'politik', 'indonesia', 'pengaruhi', 'dukungan', 'ganjar', 'pranowo', 'pdip']",netral
"['', 'krr', '', 'onche', '', 'ogi', 'lasan', 'terharu', 'bahagia', 'semoga', 'sukses', '', 'dek']",netral
"['', '', 'ogi', 'anakkolong', 'chotimah', 'bertanggung', 'kebiadaban', 'kejahatan', 'ham', 'amp', 'lingkungan', '', 'desa', 'wadas']",netral
['chotimah'],netral
"['', 'rakyat', 'indinesia', 'membutuhkan', 'orang', 'ganjar', 'meneruskan', 'pembangunan', '', 'presiden', 'jokowi', 'indonesia', 'maju']",netral
"['', 'kalo', 'gabung', '']",netral
"['', 'ganjar', 'pilihanku']",netral
"['', 'anakkolong', 'wkwkwk', '', 'sok', 'keras', 'bro', 'pemilu', 'kabinet', 'selamat', 'kalah', 'utk', 'ketiga', 'kalinya', 'wkwkkw']",positif
"['terima', 'kasih']",netral
"['', 'mas', 'ganjar', 'pranowo', 'aja', 'pilih']",netral
"['sarah', 'chotimah', 'namanya', 'pencitraan']",netral
"['chotimah', 'lemparlempar']",netral
"['mari', 'nasionalis', 'loyalis', 'gus', 'dur', 'bersatu', 'melangkahkan', 'kaki', 'yenny', 'wahid', 'khofifah', 'berpijak', 'insha', 'allah']",netral
"['chotimah', 'survei', 'langsung', 'meroket']",netral
"['', 'status', 'gubernur', 'jalan', 'japara', 'bangsripajak', 'motor', 'telat', 'kena', 'sangsijadi', 'gubernur', 'peka', 'presidenkacau']",netral
"['', 'wkwkwk', 'makhluk', 'sampah', 'ngelesss', 'mulu', '', 'elo', 'nyalahin', 'gubernurnya', 'utk', '', 'masyarakatnya', 'kaga', 'hubungannya', '', 'sekalinya', 'lgbt', 'elo', 'ngelessss', 'makhluk', 'sampah', 'emang', 'tokaiiiii', '', 'standar', 'ganda']",netral
"['pamit', '', 'rapat', 'paripurna', 'terakhirnya', 'obrolan', 'presiden', 'jokowi', 'ganjar', 'smkn', 'jateng', 'terobosan', 'utk', 'tingkatkan', 'sdm', 'dlm', 'rangka', 'pengentasan', 'kemiskinan', 'terealisasi', 'kerjasama', 'pemprov', 'jateng', 'dprd', 'ganjaruntuksemua']",netral
"['chotimah', 'ogi', 'ganjar', 'pranowo', 'presidenkarena', 'asli', 'jowosesuai', '', 'jangka', 'jayabayanotonegoro']",netral
"['', 'chotimah', 'membuktikan', 'kasih', 'video', 'jalas', 'napa', 'nlok', 'goblok']",netral
"['harga', 'perempuan', '', '', 'yenny', 'wahid', '', 'khofifah', 'menolak', 'tawaran', 'posisi', 'cawapres', '', 'mari', 'berpihak', 'langkah', '', 'perempuan', 'dimana', 'beliaunya', 'berpihak', '', 'kubu', 'ganjar', 'pranowo', '']",netral
"['chotimah', 'itukan', 'pake', 'pilih', 'ganjar', '', 'laen', 'kagak']",netral
"['sahabat', 'jalancantik', 'jatenggayeng', 'pekerjaan', 'kepras', 'urug', 'bahu', 'jalan', 'pemeliharaan', 'rutin', 'jalan', 'jembatan', '', 'ruas', 'jalan', 'balai', 'pengelolaan', 'jalan', 'wilayah', 'magelang']",netral
"['', 'chotimah', '']",netral
"['tanda', 'alam', 'bicara', 'kali', 'lawan', 'menang']",netral
"['sahabat', 'jalancantik', 'jatenggayeng', 'pekerjaan', 'normalisasi', 'saluran', 'pemeliharaan', 'rutin', 'jalan', 'jembatan', '', 'ruas', 'jalan', 'balai', 'pengelolaan', 'jalan', 'wilayah', 'magelang']",netral
"['wr', '', 'king', 'maker', 'hrs', 'menang', 'lawan', 'org', '', 'kalah', '', 'jkw', 'kalah', 'jkw', 'hrs', 'solid', 'dkng', 'perjuangan', 'sdh', 'solid', 'tinggal', 'jkw', 'jgn', 'endose', '', '', '', '', 'gabungkan', '', '', 'lbh', '', 'dkng', '', '', 'dibalik', '', 'anak', 'golput']",positif
"['chotimah', 'capresnya', 'cak', 'gatot', 'gagal', 'total']",netral
"['', 'imin', 'pkb', 'kirain', 'pilih', 'novel', 'bamukmin']",positif
"['', '', 'pimimpin', 'bersungguh', 'sungguh', 'peduli', 'rakyat']",netral
"['sahabat', 'jalancantik', 'jatenggayeng', 'pekerjaan', 'pembersihan', 'jembatan', 'pemeliharaan', 'rutin', 'jalan', 'jembatan', '', 'ruas', 'jalan', 'balai', 'pengelolaan', 'jalan', 'wilayah', 'magelang']",netral
"['', 'inii', 'kampanye', 'apaa', 'tugas', 'pokok']",netral
"['', 'politik', 'beda', '', 'rakyat', 'apapun', '', 'buzer', 'beda', '', 'pagi', 'makan', 'sore', 'makan', 'tempe', 'partai', 'nyerang', 'nyanjung', '', '', 'konsisten', 'dkng', '', 'anak', '']",negatif
"['', 'mantab', 'jokowi', 'presiden', 'terbaik', 'dunia']",netral
"['', 'semangat', 'gunromli', 'semoga', 'perjuangannya', 'membuahkan', 'hasil', 'setimpal']",netral
"['sahabat', 'jalancantik', 'jatenggayeng', 'pekerjaan', 'potong', 'rumput', 'pemeliharaan', 'rutin', 'jalan', 'jembatan', '', 'ruas', 'jalan', 'balai', 'pengelolaan', 'jalan', 'wilayah', 'magelang']",netral
"['', 'mantab']",netral
"['', 'wkwkwk', 'drama', 'biar', 'narik', 'simpati']",netral
"['', 'udah', 'pensiun', 'kagun', 'tae', '', 'pdi', 'wkwkwk']",netral
"['', 'capres', 'jualannya', 'endorse', 'jokowi', 'nga', 'salah', 'emanng', 'sih', 'penelitian', 'penyuka', 'bokep', 'cenderung', 'percaya']",positif
"['', 'setuju']",netral
"['', 'jalan', '', 'ngajaran', '', 'kaliprak', 'jelek', 'banget', '', 'hancur', 'sehancur', 'hancurnya', 'mohon', 'bantuannya']",netral
"['', 'koalisi', 'pdip', 'ppp', 'koalisi', 'pdip', 'kemana', 'ppp', 'berlabuh']",netral
"['', 'pkb', 'menunggu', 'reaksi', 'efendy', 'choiri', 'bener', 'cak', 'imin', 'mendampingi', 'anis']",netral
"['', 'blm', 'orientasi', 'politik', 'warga', '', '', 'nyeleneh', 'dibilang', 'aneh', 'sepakat', 'warga', '', 'pendukung', 'pkb', 'disuruh', 'memilih', 'capres', 'cawapres', 'suka', 'dibilang']",netral
"['', 'mimpinya', 'orangorang', 'goblok', 'sperti', 'pendukungnya', 'ganjar']",netral
"['', 'faktor', 'gusdur']",netral
"['ganjar', 'pranowo', '', '', 'kali', 'legislator', '', '', 'kali', 'gubernur', '', 'dipecat', '', 'anti', 'intoleransi', 'radikalisme', '', 'bersih', 'pelanggaran', 'ham', '', 'berprestasi', '', 'jelang', 'pengumuman', 'capres', 'cawapres']",negatif
"['', 'maju', 'pasangan', 'menang', 'tipis', 'nda', 'dibilang', 'berharap', 'mendulang', 'suara', 'kaum', '', 'sulit', '', 'dlm', 'koalisi']",netral
